,Rank,UGDS,INSTNM,GRAD_DEBT_MDN,GRAD_DEBT_MDN10YR,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P10,NPT4_PUB,NPT4_PRIV,OVERALL_YR6_N,UG,10%_cut,20%_cut,50%_cut,calculation,debt,earning_average,net_tuition,graduation_rate
313,533,712.0,Westminster College,27000,280.214323259926,37100,37700,41500,49800,0.0,21674.0,271,0.0,8,4,1,-0.17580511726529455,27000,166100,21674.0,0.3806179775280899
199,599,961.0,Georgetown College,27000,280.214323259926,32500,36300,39600,50500,0.0,19186.0,327,0.0,9,4,1,-0.17590780718221916,27000,158900,19186.0,0.34027055150884494
63,60,1048.0,Scripps College,13900,144.258484937517,44400,41100,48900,61800,0.0,33520.0,128,0.0,0,0,0,-0.17601666319047263,13900,196200,33520.0,0.12213740458015267
321,561,962.0,Hastings College,25231,261.855095932267,37100,36000,41800,47500,0.0,22107.0,321,0.0,8,4,1,-0.1763250892649676,25231,162400,22107.0,0.33367983367983367
21,255,3054.0,California Lutheran University,21500,223.133627781052,43700,45300,48900,60200,0.0,27220.0,741,0.0,3,1,0,-0.1768228830519754,21500,198100,27220.0,0.24263261296660119
391,374,2728.0,Saint John Fisher College,23501,243.900622627094,43400,41400,50000,52500,0.0,27299.0,905,0.0,5,2,1,-0.17771669832973497,23501,187300,27299.0,0.3317448680351906
1,475,7458.0,University of Alabama in Huntsville,22021,228.540726389142,40300,43400,45900,52000,20909.0,0.0,1129,0.0,7,3,1,-0.17797455418360808,22021,181600,20909.0,0.15138106731027084
491,617,9069.0,Indiana University of Pennsylvania-Main Campus,27000,280.214323259926,33400,35100,38500,44200,21615.0,0.0,3595,0.0,9,4,1,-0.17888732977816524,27000,151200,21615.0,0.39640533686183704
262,424,1512.0,Albion College,27000,280.214323259926,37600,43800,47000,55700,0.0,15413.0,295,0.0,6,3,1,-0.17924119669782093,27000,184100,15413.0,0.19510582010582012
384,82,6348.0,University of Rochester,20000,207.566165377723,49300,54000,60400,74300,0.0,29373.0,930,0.0,1,0,0,-0.17983194068056146,20000,238000,29373.0,0.14650283553875237
46,455,5098.0,University of La Verne,25000,259.457706722154,45800,46200,49000,52700,0.0,24750.0,1565,0.0,6,3,1,-0.1799280101117197,25000,193700,24750.0,0.3069831306394665
408,649,463.0,Wells College,27000,280.214323259926,29100,30300,31900,39200,0.0,19878.0,183,0.0,9,4,1,-0.1799376192689639,27000,130500,19878.0,0.3952483801295896
273,159,39208.0,Michigan State University,25000,259.457706722154,45200,47300,52700,63200,18984.0,0.0,5922,0.0,2,1,0,-0.1802925704551021,25000,208400,18984.0,0.15104060395837585
268,481,21589.0,Grand Valley State University,24750,256.863129654932,37700,37500,42800,47200,18019.0,0.0,4416,0.0,7,3,1,-0.1807999769678722,24750,165200,18019.0,0.20454861271944044
250,137,2190.0,Mount Holyoke College,19000,197.187857108837,36800,38000,42000,53900,0.0,25937.0,360,0.0,2,1,0,-0.18116392311101653,19000,170700,25937.0,0.1643835616438356
498,554,1131.0,Lycoming College,27000,280.214323259926,36400,39100,41200,49400,0.0,19449.0,350,0.0,8,4,1,-0.18148942544294488,27000,166100,19449.0,0.3094606542882405
531,310,973.0,Presbyterian College,25503,264.677995781404,42400,36800,44200,50800,0.0,18851.0,221,0.0,4,2,0,-0.18179412314334797,25503,174200,18851.0,0.22713257965056527
366,579,1165.0,Hartwick College,27000,280.214323259926,38300,37400,45400,49500,0.0,23564.0,452,0.0,8,4,1,-0.18202656157959907,27000,170600,23564.0,0.38798283261802574
151,620,1918.0,Millikin University,27000,280.214323259926,34900,40200,42800,47200,0.0,20560.0,639,0.0,9,4,1,-0.18210234558370902,27000,165100,20560.0,0.33315954118873825
607,327,2739.0,Pacific Lutheran University,24250,251.673975520489,39200,43600,45900,53500,0.0,23821.0,747,0.0,4,2,0,-0.18258344894886103,24250,182200,23821.0,0.2727272727272727
618,257,1212.0,Beloit College,26894,279.114222583424,37200,35500,36900,47700,0.0,14877.0,265,0.0,3,1,0,-0.1827375451857471,26894,157300,14877.0,0.21864686468646866
392,407,11907.0,St John's University-New York,25000,259.457706722154,48100,51900,54300,62400,0.0,25792.0,3222,0.0,6,3,1,-0.18334777124984444,25000,216700,25792.0,0.2705971277399849
427,56,5225.0,Wake Forest University,19490,202.273228160591,62900,60400,68800,79600,0.0,32129.0,563,0.0,0,0,0,-0.18345135466704604,19490,271700,32129.0,0.1077511961722488
497,67,5030.0,Lehigh University,23250,241.295667251603,67300,68900,77000,94100,0.0,30832.0,703,0.0,0,0,0,-0.18355432036848646,23250,307300,30832.0,0.13976143141153083
601,345,22497.0,Virginia Commonwealth University,23250,241.295667251603,37500,40900,44200,49700,21313.0,0.0,4461,0.0,5,2,1,-0.1837279840415808,23250,172300,21313.0,0.198293105747433
183,192,2952.0,Drake University,23823,247.242437889675,54300,57200,61200,68700,0.0,29046.0,735,0.0,2,1,0,-0.18402674662416504,23823,241400,29046.0,0.24898373983739838
553,348,1279.0,Austin College,24268,251.860785069329,39900,42300,46700,52800,0.0,20895.0,261,0.0,5,2,1,-0.18423336136382856,24268,181700,20895.0,0.2040656763096169
7,607,1252.0,Spring Hill College,27000,280.214323259926,34800,36000,44000,51300,0.0,19718.0,377,0.0,9,4,1,-0.1850385199344476,27000,166100,19718.0,0.3011182108626198
145,539,971.0,Illinois College,27000,280.214323259926,34300,35000,40400,49100,0.0,16625.0,241,0.0,8,4,1,-0.18504232354842837,27000,158800,16625.0,0.2481977342945417
475,105,1456.0,Reed College,13465,139.743920840552,34800,33000,41000,52700,0.0,33495.0,202,0.0,1,0,0,-0.18506237391985025,13465,161500,33495.0,0.13873626373626374
179,594,731.0,Clarke University,27000,280.214323259926,39700,38100,43200,44800,0.0,23464.0,279,0.0,9,4,1,-0.18542878505890442,27000,165800,23464.0,0.3816689466484268
576,143,2462.0,Trinity University,23750,246.484821386046,48900,50100,58200,68000,0.0,23016.0,346,0.0,2,1,0,-0.18568867788434104,23750,225200,23016.0,0.14053614947197401
153,448,2641.0,North Central College,25000,259.457706722154,39300,39900,47700,52300,0.0,23599.0,758,0.0,6,3,1,-0.18581142291134822,25000,179200,23599.0,0.28701249526694433
541,391,2914.0,Lipscomb University,22375,232.214647516328,37800,36100,43800,51500,0.0,24334.0,674,0.0,5,2,1,-0.18582674273641392,22375,169200,24334.0,0.2312971859986273
495,57,2616.0,Lafayette College,21500,223.133627781052,58400,64700,68500,80500,0.0,29884.0,310,0.0,0,0,0,-0.18584548673482112,21500,272100,29884.0,0.11850152905198777
433,584,2400.0,Capital University,26385,273.831663674561,36400,39700,42400,48400,0.0,21973.0,777,0.0,8,4,1,-0.18590188199041868,26385,166900,21973.0,0.32375
3,166,24147.0,Auburn University,21000,217.944473646609,43100,44100,50800,56300,23696.0,0.0,2847,0.0,2,1,0,-0.18635619345924212,21000,194300,23696.0,0.11790284507392222
517,516,1173.0,Westminster College,27000,280.214323259926,36000,37500,45100,47200,0.0,21198.0,385,0.0,7,3,1,-0.18646337928987128,27000,165800,21198.0,0.32821824381926684
623,326,2582.0,Milwaukee School of Engineering,27000,280.214323259926,58800,55900,64600,71100,0.0,23706.0,556,0.0,4,2,0,-0.18659593708918995,27000,250400,23706.0,0.21533694810224632
516,418,14249.0,West Chester University of Pennsylvania,23593,244.855426987831,39500,41200,44400,51200,22101.0,0.0,2923,0.0,6,3,1,-0.18731597764759628,23593,176300,22101.0,0.20513720261070953
54,54,1072.0,Pitzer College,14625,151.78275843246,37300,34100,43900,51500,0.0,31590.0,126,0.0,0,0,0,-0.18747897634382962,14625,166800,31590.0,0.11753731343283583
122,360,5834.0,Georgia College & State University,23250,241.295667251603,37500,36200,41200,45200,20189.0,0.0,1055,0.0,5,2,1,-0.187995218036535,23250,160100,20189.0,0.18083647583133355
464,197,3246.0,University of Tulsa,23250,241.295667251603,50400,46200,57300,60500,0.0,22817.0,421,0.0,2,1,0,-0.18829162807458977,23250,214400,22817.0,0.12969808995687
494,377,3766.0,La Salle University,27000,280.214323259926,45200,48900,52000,61100,0.0,24590.0,1176,0.0,5,2,1,-0.18848280744305093,27000,207200,24590.0,0.31226765799256506
508,467,1607.0,Saint Vincent College,27000,280.214323259926,40800,40800,44700,52100,0.0,21537.0,486,0.0,7,3,1,-0.1885400658418414,27000,178400,21537.0,0.30242688238954574
254,81,2496.0,Smith College,19000,197.187857108837,37400,37400,43500,51100,0.0,28193.0,464,0.0,1,0,0,-0.1887004100387312,19000,169400,28193.0,0.1858974358974359
512,299,28965.0,Temple University,24796,257.340531835301,42200,46400,50300,59000,23536.0,0.0,6632,0.0,4,2,0,-0.18898035812806116,24796,197900,23536.0,0.22896599344035906
280,367,2009.0,Concordia College at Moorhead,27000,280.214323259926,39700,39800,47600,49000,0.0,22573.0,656,0.0,5,2,1,-0.18928501938403164,27000,176100,22573.0,0.32653061224489793
118,393,1913.0,Berry College,23250,241.295667251603,32300,34300,39000,43900,0.0,23158.0,492,0.0,6,3,1,-0.1902890328725092,23250,149500,23158.0,0.25718766335598536
177,280,881.0,Wabash College,27000,280.214323259926,42100,45300,52200,64000,0.0,20549.0,195,0.0,4,2,0,-0.19100582635296123,27000,203600,20549.0,0.2213393870601589
293,116,3022.0,St Olaf College,23000,238.701090184382,41500,40100,47600,57300,0.0,23386.0,533,0.0,1,0,0,-0.1913055526646913,23000,186500,23386.0,0.17637326273990733
543,572,1106.0,Maryville College,27000,280.214323259926,31800,31500,37900,44000,0.0,17524.0,297,0.0,8,4,1,-0.19155767561234904,27000,145200,17524.0,0.26853526220614826
323,412,1839.0,Nebraska Wesleyan University,25000,259.457706722154,40200,40700,46000,52500,0.0,23259.0,470,0.0,6,3,1,-0.19172271187570555,25000,179400,23259.0,0.255573681348559
332,361,15755.0,Rowan University,21125,219.24176218022,39800,44300,49000,55400,25529.0,0.0,2373,0.0,5,2,1,-0.1920985082426006,21125,188500,25529.0,0.15061885115836243
165,321,2018.0,University of Evansville,26000,269.83601499104,40700,39000,45000,48800,0.0,22661.0,579,0.0,4,2,0,-0.19224663781062906,26000,173500,22661.0,0.2869177403369673
430,495,3955.0,Ashland University,25000,259.457706722154,36000,35300,40000,42900,0.0,20449.0,951,0.0,7,3,1,-0.19264559990990193,25000,154200,20449.0,0.2404551201011378
482,120,2353.0,Dickinson College,19000,197.187857108837,45300,49300,58100,64100,0.0,31491.0,348,0.0,1,0,0,-0.19276132442325733,19000,216800,31491.0,0.1478963025924352
195,449,2488.0,Bellarmine University,25000,259.457706722154,43100,44600,48400,50600,0.0,23223.0,585,0.0,6,3,1,-0.1930370952802709,25000,186700,23223.0,0.23512861736334406
560,384,3757.0,Saint Edward's University,25000,259.457706722154,41200,44000,47500,55700,0.0,24082.0,941,0.0,5,2,1,-0.19303756002491995,25000,188400,24082.0,0.25046579717859996
283,86,2160.0,Macalester College,20500,212.755319512166,36900,40900,44100,55800,0.0,25783.0,323,0.0,1,0,0,-0.1936390606355159,20500,177700,25783.0,0.14953703703703702
182,324,1346.0,Dordt University,23250,241.295667251603,37900,36000,41900,45300,0.0,24513.0,330,0.0,4,2,0,-0.19494287394107634,23250,161100,24513.0,0.2451708766716196
160,614,1392.0,Anderson University,27000,280.214323259926,33300,35200,38800,41300,0.0,23209.0,517,0.0,9,4,1,-0.1950913023395398,27000,148600,23209.0,0.3714080459770115
628,549,1037.0,Wisconsin Lutheran College,25986,269.690718675276,37200,34200,40100,45300,0.0,21135.0,283,0.0,8,4,1,-0.1955644034665791,25986,156800,21135.0,0.2729026036644166
369,459,981.0,Houghton College,24954,258.980304541785,33300,38900,38500,42400,0.0,23170.0,283,0.0,7,3,1,-0.1955848712820757,24954,153100,23170.0,0.2884811416921509
5,169,3524.0,Samford University,19304,200.342862822578,45200,46500,50700,59800,0.0,29207.0,444,0.0,2,1,0,-0.1956588318585139,19304,202200,29207.0,0.12599318955732122
164,322,1025.0,Earlham College,24383,253.054290520251,28000,30700,33700,39200,0.0,19478.0,236,0.0,4,2,0,-0.19569440012541456,24383,131600,19478.0,0.2302439024390244
443,71,1719.0,Kenyon College,18000,186.809548839951,39100,37400,49500,54500,0.0,28961.0,202,0.0,1,0,0,-0.19579704693685046,18000,180500,28961.0,0.11751018033740547
376,512,1546.0,Manhattanville College,26000,269.83601499104,39500,42600,46400,50700,0.0,22563.0,399,0.0,7,3,1,-0.19610980238244366,26000,179200,22563.0,0.25808538163001293
76,140,5791.0,University of Denver,21333,221.400450300148,49000,51700,60900,65400,0.0,28991.0,815,0.0,2,1,0,-0.1962226802151091,21333,227000,28991.0,0.14073562424451735
453,317,2117.0,Franciscan University of Steubenville,23405,242.90430503328,34800,34300,40200,42700,0.0,23964.0,532,0.0,4,2,0,-0.19626193122052815,23405,152000,23964.0,0.2512990080302315
614,89,1446.0,Whitman College,17175,178.24744451812,36300,37700,46400,59400,0.0,32627.0,243,0.0,1,0,0,-0.19627226598145975,17175,179800,32627.0,0.16804979253112035
168,556,981.0,Huntington University,27000,280.214323259926,32600,32000,36300,39000,0.0,19938.0,305,0.0,8,4,1,-0.19671239485179007,27000,139900,19938.0,0.3109072375127421
180,472,1369.0,Coe College,27000,280.214323259926,38700,40300,44200,50000,0.0,20349.0,347,0.0,7,3,1,-0.1968812133905526,27000,173200,20349.0,0.2534696859021183
302,421,3609.0,Maryville University of Saint Louis,24250,251.673975520489,44100,44400,50400,51100,0.0,25045.0,818,0.0,6,3,1,-0.19691282221198655,24250,190000,25045.0,0.22665558326406207
214,570,327.0,College of the Atlantic,23750,246.484821386046,20500,23400,32300,27800,0.0,19480.0,84,0.0,8,4,1,-0.1971519647697258,23750,104000,19480.0,0.25688073394495414
503,117,40108.0,Pennsylvania State University-Main Campus,26000,269.83601499104,43600,44900,51200,57200,30996.0,0.0,16141,0.0,1,0,0,-0.19716968467938578,26000,196900,30996.0,0.40243841627605464
490,553,1285.0,Immaculata University,27000,280.214323259926,51300,50500,51800,54700,0.0,31337.0,541,0.0,8,4,1,-0.19746096427904997,27000,208300,31337.0,0.421011673151751
588,648,964.0,Emory & Henry College,27000,280.214323259926,31800,34400,37500,45000,0.0,18182.0,243,0.0,9,4,1,-0.19752612205109776,27000,148700,18182.0,0.2520746887966805
264,525,1466.0,Andrews University,26500,275.025169125483,35200,36300,40600,47800,0.0,20399.0,382,0.0,8,4,1,-0.19758672578789796,26500,159900,20399.0,0.2605729877216917
434,100,5131.0,Case Western Reserve University,23250,241.295667251603,69900,70800,79300,89300,0.0,32938.0,636,0.0,1,0,0,-0.19797759220254885,23250,309300,32938.0,0.12395244591697525
159,122,2364.0,Wheaton College,21896,227.243437855531,39600,38900,48700,60500,0.0,26180.0,396,0.0,1,0,0,-0.1985213698157684,21896,187700,26180.0,0.16751269035532995
2,252,32177.0,The University of Alabama,23250,241.295667251603,42400,41700,45600,51600,22232.0,0.0,4369,0.0,3,1,0,-0.1999163677872241,23250,181300,22232.0,0.13578021568200888
231,447,1542.0,McDaniel College,26000,269.83601499104,36400,43000,46500,54000,0.0,22302.0,362,0.0,6,3,1,-0.20017587099415768,26000,179900,22302.0,0.23476005188067445
342,149,6886.0,The College of New Jersey,23736,246.339525070282,49000,50600,57000,64900,27026.0,0.0,1211,0.0,2,1,0,-0.20037627702479083,23736,221500,27026.0,0.1758640720302062
139,244,14280.0,DePaul University,24000,249.079398453268,46000,46400,52800,60200,0.0,28410.0,3515,0.0,3,1,0,-0.2005743353824716,24000,205400,28410.0,0.24614845938375352
209,479,2868.0,Loyola University New Orleans,26538,275.419544839701,36000,40300,43400,52300,0.0,20776.0,671,0.0,7,3,1,-0.20065267575287013,26538,172000,20776.0,0.23396094839609485
328,246,12668.0,University of New Hampshire-Main Campus,27000,280.214323259926,44900,43100,50800,57700,22909.0,0.0,3123,0.0,3,1,0,-0.20105085524512514,27000,196500,22909.0,0.2465266814019577
452,528,2361.0,Otterbein University,26000,269.83601499104,37200,37600,41900,46900,0.0,23863.0,700,0.0,8,4,1,-0.20127795350144498,26000,163600,23863.0,0.29648454044896233
309,161,6917.0,Saint Louis University,24988,259.333167022927,47000,49100,54300,64900,0.0,27861.0,1703,0.0,2,1,0,-0.20128828630403817,24988,215300,27861.0,0.2462050021685702
230,281,1342.0,Washington College,24250,251.673975520489,40700,41800,47700,56500,0.0,26718.0,337,0.0,4,2,0,-0.20152703436369268,24250,186700,26718.0,0.2511177347242921
133,521,939.0,The College of Idaho,25000,259.457706722154,31700,35300,37700,47300,0.0,22697.0,242,0.0,8,4,1,-0.20164452892322668,25000,152000,22697.0,0.2577209797657082
619,522,2843.0,Carroll University,27000,280.214323259926,40200,38800,44100,47000,0.0,22943.0,844,0.0,8,4,1,-0.20167301392459624,27000,170100,22943.0,0.2968695040450229
281,214,2229.0,Gustavus Adolphus College,27000,280.214323259926,43400,42500,48400,58900,0.0,21853.0,506,0.0,3,1,0,-0.2018133546520003,27000,193200,21853.0,0.22700762673844774
555,278,1467.0,University of Dallas,24997,259.426571797347,37400,37600,50200,51400,0.0,22209.0,289,0.0,4,2,0,-0.20200858592446125,24997,176600,22209.0,0.19700068166325835
409,97,2682.0,Yeshiva University,18250,189.404125907172,48500,53700,58000,78800,0.0,36414.0,392,0.0,1,0,0,-0.20250063370876986,18250,239000,36414.0,0.14615958240119314
389,101,2598.0,Skidmore College,21000,217.944473646609,41900,41300,52300,57000,0.0,27433.0,359,0.0,1,0,0,-0.20250502205588938,21000,192500,27433.0,0.13818321785989224
167,371,1099.0,Hanover College,27000,280.214323259926,34600,37700,42100,51600,0.0,21121.0,286,0.0,5,2,1,-0.2029412219299073,27000,166000,21121.0,0.2602365787079163
550,389,2061.0,Union University,25000,259.457706722154,40900,42400,44000,49600,0.0,27551.0,635,0.0,5,2,1,-0.20317409728494995,25000,176900,27551.0,0.3081028626880155
488,138,2441.0,Gettysburg College,23250,241.295667251603,47100,47000,55300,66300,0.0,27803.0,426,0.0,2,1,0,-0.20357134359309437,23250,215700,27803.0,0.17451863990167965
253,350,1790.0,Simmons University,25000,259.457706722154,49700,46600,52400,58400,0.0,28568.0,479,0.0,5,2,1,-0.20393592361731278,25000,207100,28568.0,0.2675977653631285
564,91,6448.0,Southern Methodist University,19500,202.37701124328,68100,55300,67000,77900,0.0,36575.0,833,0.0,1,0,0,-0.20404482029328463,19500,268300,36575.0,0.12918734491315137
291,254,1667.0,Saint Johns University,27000,280.214323259926,49600,49400,56300,67100,0.0,25009.0,379,0.0,3,1,0,-0.20449261540920516,27000,222400,25009.0,0.22735452909418116
93,78,12161.0,George Washington University,22000,228.322781915495,58600,62700,74900,82400,0.0,33734.0,1596,0.0,1,0,0,-0.20475190222538386,22000,278600,33734.0,0.1312392073020311
431,527,3058.0,Baldwin Wallace University,27000,280.214323259926,39100,40000,44600,49200,0.0,22669.0,835,0.0,8,4,1,-0.20475491757167846,27000,172900,22669.0,0.2730542838456507
69,429,1719.0,Whittier College,25000,259.457706722154,37500,37400,43100,50900,0.0,24522.0,432,0.0,6,3,1,-0.20483976558047018,25000,168900,24522.0,0.2513089005235602
446,593,2155.0,University of Mount Union,27000,280.214323259926,36600,39600,44600,48600,0.0,22302.0,585,0.0,9,4,1,-0.20488292995888874,27000,169400,22302.0,0.271461716937355
485,394,1602.0,Elizabethtown College,27000,280.214323259926,44800,43700,50100,55000,0.0,27017.0,521,0.0,6,3,1,-0.2051578590411695,27000,193600,27017.0,0.3252184769038702
339,249,5919.0,Seton Hall University,24500,254.268552587711,48200,51900,58300,63700,0.0,28903.0,1318,0.0,3,1,0,-0.20523890453753185,24500,222100,28903.0,0.22267274877513094
176,414,3170.0,Valparaiso University,27000,280.214323259926,42200,42800,47100,54400,0.0,21635.0,699,0.0,6,3,1,-0.2055581094786153,27000,186500,21635.0,0.22050473186119873
135,386,2529.0,Augustana College,27000,280.214323259926,41100,43300,48800,56400,0.0,23310.0,634,0.0,5,2,1,-0.20559486617137868,27000,189600,23310.0,0.25069197311190194
175,225,1888.0,Taylor University,22364,232.10048612537,31600,34000,38000,42600,0.0,24306.0,367,0.0,3,1,0,-0.2061522744729035,22364,146200,24306.0,0.194385593220339
609,289,2861.0,Seattle Pacific University,24500,254.268552587711,40900,39500,46700,54200,0.0,28400.0,825,0.0,4,2,0,-0.2062066448453425,24500,181300,28400.0,0.2883607130373995
319,194,4405.0,Creighton University,24250,251.673975520489,50900,57400,57600,70100,0.0,29994.0,892,0.0,2,1,0,-0.207185865058353,24250,236000,29994.0,0.2024971623155505
546,150,1985.0,Rhodes College,23000,238.701090184382,40800,40400,54500,64800,0.0,26077.0,285,0.0,2,1,0,-0.2072388612630684,23000,200500,26077.0,0.14357682619647355
137,304,4598.0,Bradley University,27000,280.214323259926,45900,46000,50600,58300,0.0,24706.0,1147,0.0,4,2,0,-0.20797380785113678,27000,200800,24706.0,0.2494562853414528
477,351,1735.0,Allegheny College,27000,280.214323259926,37700,41100,46600,56800,0.0,23927.0,467,0.0,5,2,1,-0.20798391191601273,27000,182200,23927.0,0.269164265129683
206,596,544.0,Centenary College of Louisiana,27000,280.214323259926,32900,42100,41600,52500,0.0,25449.0,178,0.0,9,4,1,-0.2082160023694941,27000,169100,25449.0,0.3272058823529412
330,356,1530.0,Drew University,26000,269.83601499104,36200,44100,46900,58500,0.0,26359.0,423,0.0,5,2,1,-0.20895909235632978,26000,185700,26359.0,0.27647058823529413
315,392,1210.0,Carroll College,25250,262.052283789375,40900,37500,47900,49200,0.0,25674.0,309,0.0,6,3,1,-0.2090114321015895,25250,175500,25674.0,0.2553719008264463
534,396,1752.0,Augustana University,26163,271.527679238869,38800,38800,42400,49500,0.0,22891.0,416,0.0,6,3,1,-0.2092583884746702,26163,169500,22891.0,0.2374429223744292
591,557,666.0,Hollins University,27000,280.214323259926,27600,28700,30800,37900,0.0,20762.0,205,0.0,8,4,1,-0.20932023045998568,27000,125000,20762.0,0.3078078078078078
351,207,2983.0,Clarkson University,26125,271.133303524651,56400,57300,64600,74200,0.0,30485.0,708,0.0,3,1,0,-0.20932384695741377,26125,252500,30485.0,0.23734495474354678
61,210,6661.0,University of San Francisco,23250,241.295667251603,58500,58700,66400,74000,0.0,32782.0,1165,0.0,3,1,0,-0.20989548308048767,23250,257600,32782.0,0.17489866386428465
117,420,966.0,Agnes Scott College,26936,279.550111530718,33200,34200,37600,46300,0.0,20235.0,231,0.0,6,3,1,-0.21009190521027665,26936,151300,20235.0,0.2391304347826087
346,353,5307.0,Adelphi University,25000,259.457706722154,49400,50000,56200,63000,0.0,29004.0,1214,0.0,5,2,1,-0.21034593729251833,25000,218600,29004.0,0.22875447522140568
265,266,3550.0,Calvin University,24525,254.528010294433,38900,38900,45300,48700,0.0,25017.0,768,0.0,4,2,0,-0.2107110809040631,24525,171800,25017.0,0.2163380281690141
407,338,1752.0,Wagner College,25000,259.457706722154,48300,49200,55300,64700,0.0,29417.0,413,0.0,5,2,1,-0.2113914378780471,25000,217500,29417.0,0.23573059360730594
380,400,8439.0,Pace University,25000,259.457706722154,47400,51900,57500,66800,0.0,29883.0,1972,0.0,6,3,1,-0.21143101991309193,25000,223600,29883.0,0.23367697594501718
493,560,2122.0,King's College,27000,280.214323259926,44400,46100,49400,57500,0.0,26746.0,604,0.0,8,4,1,-0.21195432330943093,27000,197400,26746.0,0.2846371347785108
506,144,19127.0,University of Pittsburgh-Pittsburgh Campus,26000,269.83601499104,44300,47600,50000,61200,28758.0,0.0,5378,0.0,2,1,0,-0.21225183179728235,26000,203100,28758.0,0.28117321064463846
295,198,6344.0,University of St Thomas,24748,256.842373038395,48600,47800,56900,62900,0.0,28904.0,1361,0.0,2,1,0,-0.21234791962135516,24748,216200,28904.0,0.21453341740226986
163,132,2141.0,DePauw University,26000,269.83601499104,43900,47400,52700,66100,0.0,23873.0,339,0.0,1,0,0,-0.21293114419054374,26000,210100,23873.0,0.1583372255955161
463,573,3159.0,Oral Roberts University,25825,268.019811043985,33600,34300,38700,43100,0.0,21557.0,697,0.0,8,4,1,-0.21302726574857256,25825,149700,21557.0,0.2206394428616651
263,582,1396.0,Alma College,27000,280.214323259926,36500,38700,41800,46500,0.0,21985.0,340,0.0,8,4,1,-0.21304589965882226,27000,163500,21985.0,0.24355300859598855
87,109,2162.0,Trinity College,21500,223.133627781052,52000,51500,67100,74300,0.0,32122.0,241,0.0,1,0,0,-0.21319642423124402,21500,244900,32122.0,0.11147086031452359
492,269,1304.0,Juniata College,27000,280.214323259926,37500,42400,48000,56800,0.0,24345.0,325,0.0,4,2,0,-0.21400758000896725,27000,184700,24345.0,0.24923312883435583
187,344,1974.0,Luther College,27000,280.214323259926,38400,38500,43500,53200,0.0,23792.0,508,0.0,5,2,1,-0.21444644796073792,27000,173600,23792.0,0.2573454913880446
455,470,1701.0,Wittenberg University,27000,280.214323259926,37800,36700,44100,49000,0.0,23431.0,443,0.0,7,3,1,-0.21466980277021058,27000,167600,23431.0,0.260435038212816
622,180,8200.0,Marquette University,24623,255.545084504784,54000,54000,62400,70700,0.0,29693.0,1380,0.0,2,1,0,-0.2148298093655208,24623,241100,29693.0,0.16829268292682928
213,106,7920.0,Tulane University of Louisiana,22022,228.551104697411,48400,59400,64000,86300,0.0,35132.0,1284,0.0,1,0,0,-0.2149410981367259,22022,258100,35132.0,0.1621212121212121
587,267,4853.0,Christopher Newport University,25000,259.457706722154,39300,38900,45300,52000,24185.0,0.0,910,0.0,4,2,0,-0.21569961398646326,25000,175500,24185.0,0.18751287863177415
251,182,13760.0,Northeastern University,25000,259.457706722154,57800,56800,65800,74200,0.0,31855.0,2719,0.0,2,1,0,-0.21588638579023417,25000,254600,31855.0,0.1976017441860465
270,164,1446.0,Kalamazoo College,24500,254.268552587711,39600,40200,48100,54400,0.0,23667.0,204,0.0,2,1,0,-0.21678412698771454,24500,182300,23667.0,0.14107883817427386
552,441,3524.0,Abilene Christian University,24408,253.313748226973,38900,37500,42400,48900,0.0,26766.0,822,0.0,6,3,1,-0.2170007891332684,24408,167700,26766.0,0.23325766174801363
174,288,1439.0,Saint Mary's College,27000,280.214323259926,44500,43500,50100,51300,0.0,22200.0,259,0.0,4,2,0,-0.21733108216521604,27000,189400,22200.0,0.17998610145934676
370,390,3005.0,Iona College,26475,274.765711418761,45900,45000,52900,60900,0.0,28754.0,820,0.0,5,2,1,-0.21764835837241753,26475,204700,28754.0,0.27287853577371046
128,588,1241.0,Oglethorpe University,27000,280.214323259926,37500,37700,44600,49400,0.0,21515.0,252,0.0,9,4,1,-0.2177998640438393,27000,169200,21515.0,0.20306204673650283
297,359,793.0,Millsaps College,27000,280.214323259926,39400,36800,47400,54500,0.0,23390.0,179,0.0,5,2,1,-0.2179446718239653,27000,178100,23390.0,0.2257250945775536
144,233,1686.0,Illinois Wesleyan University,27000,280.214323259926,43300,47400,54600,67300,0.0,28356.0,445,0.0,3,1,0,-0.2183901412562253,27000,212600,28356.0,0.263938315539739
615,316,2357.0,Whitworth University,26000,269.83601499104,37200,37000,44500,48000,0.0,27087.0,684,0.0,4,2,0,-0.21886007604890595,26000,166700,27087.0,0.29019940602460753
374,200,3654.0,Manhattan College,26000,269.83601499104,54000,52300,61800,70800,0.0,28845.0,677,0.0,3,1,0,-0.21903952572944552,26000,238900,28845.0,0.18527640941434045
337,478,3830.0,Rider University,26000,269.83601499104,42200,43000,47000,54100,0.0,28387.0,1066,0.0,7,3,1,-0.2192317713299918,26000,186300,28387.0,0.2783289817232376
236,74,17238.0,Boston University,25000,259.457706722154,52800,54700,63400,75900,0.0,30729.0,3018,0.0,1,0,0,-0.21923895714375352,25000,246800,30729.0,0.17507831534980856
388,285,3135.0,Siena College,26927,279.456706756298,46000,47900,54400,62300,0.0,27470.0,758,0.0,4,2,0,-0.21945917147518068,26927,210600,27470.0,0.24178628389154705
