,Rank,UGDS,INSTNM,GRAD_DEBT_MDN,GRAD_DEBT_MDN10YR,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P10,NPT4_PUB,NPT4_PRIV,OVERALL_YR6_N,UG,10%_cut,20%_cut,50%_cut,calculation,debt,earning_average,net_tuition,graduation_rate
108,70,2912.0,University of Florida-Online,16247,168.616374444593,47700,0,57800,65700,8390.0,0.0,5183,0.0,1,0,0,0.14740970797550207,16247,171200,8390.0,1.0
390,330,937.0,St. Joseph's College-New York,19500,202.37701124328,41600,48200,47200,53900,0.0,16769.0,1201,0.0,5,2,1,0.08323134460461556,19500,190900,16769.0,1.0
634,51,7083.0,Stanford University,11341,117.700394077438,92800,98600,121400,141300,0.0,12265.0,579,0.0,0,0,0,0.07901278623608068,11341,454100,12265.0,0.0817450232952139
633,2,7083.0,Stanford University,11341,117.700394077438,92800,98600,121400,141300,0.0,12265.0,579,0.0,0,0,0,0.07901278623608068,11341,454100,12265.0,0.0817450232952139
196,464,1630.0,Berea College,5600,58.1185263057625,27100,29200,32100,36300,0.0,1964.0,476,0.0,7,3,1,0.07509815339696728,5600,124700,1964.0,0.2920245398773006
307,270,1548.0,College of the Ozarks,0,0,28800,30600,33100,35300,0.0,9380.0,359,0.0,4,2,0,0.06998914539671167,0,127800,9380.0,0.23191214470284238
247,4,4550.0,Massachusetts Institute of Technology,12500,129.728853361077,99600,122900,130700,153600,0.0,18278.0,503,0.0,0,0,0,0.06941017666213072,12500,506800,18278.0,0.11054945054945055
335,5,5301.0,Princeton University,9850,102.226336448528,73600,89600,92400,116300,0.0,9749.0,273,0.0,0,0,0,0.0575671657636221,9850,371900,9749.0,0.05149971703452179
405,66,996.0,United States Merchant Marine Academy,12000,124.539699226634,78600,74900,91500,98600,5024.0,0.0,76,0.0,0,0,0,0.05680329929699936,12000,343600,5024.0,0.07630522088353414
242,1,7582.0,Harvard University,13875,143.999027230795,91300,113600,123700,139100,0.0,15561.0,614,0.0,0,0,0,0.04554566201808209,13875,467700,15561.0,0.08098127143233975
356,174,14629.0,CUNY Bernard M Baruch College,11500,119.350545092191,47500,50200,55000,63600,2981.0,0.0,2678,0.0,2,1,0,0.03616259770821538,11500,216300,2981.0,0.18306104313350194
361,490,12852.0,CUNY John Jay College of Criminal Justice,10500,108.972236823304,33800,39200,40800,50000,3737.0,0.0,2750,0.0,7,3,1,0.022583096292351907,10500,163800,3737.0,0.21397447868036104
357,362,13954.0,CUNY Brooklyn College,11819,122.661225429965,36900,40400,43400,48800,3000.0,0.0,2760,0.0,5,2,1,0.013879894507461105,11819,169500,3000.0,0.1977927475992547
360,301,16205.0,CUNY Hunter College,12500,129.728853361077,39300,40700,45600,51800,2796.0,0.0,2758,0.0,4,2,0,0.006060471644313295,12500,177400,2796.0,0.17019438444924406
413,9,6596.0,Duke University,11500,119.350545092191,93200,95000,103200,114500,0.0,23442.0,850,0.0,0,0,0,0.00482460663180434,11500,405900,23442.0,0.12886597938144329
359,411,12503.0,CUNY City College,12500,129.728853361077,36800,40300,44800,50900,3744.0,0.0,2416,0.0,6,3,1,0.004393586104181127,12500,172800,3744.0,0.19323362393025673
362,274,15645.0,CUNY Queens College,12000,124.539699226634,37200,42000,45400,52900,3817.0,0.0,2557,0.0,4,2,0,0.00321765358753609,12000,177500,3817.0,0.1634387983381272
345,646,11139.0,New Mexico State University-Main Campus,18370,190.649522899439,29700,33400,34800,40300,7867.0,0.0,6066,0.0,9,4,1,0.0016434445724581581,18370,138200,7867.0,0.5445731214651225
558,571,24596.0,The University of Texas Rio Grande Valley,11661,121.021452723481,34200,36200,40600,44200,4166.0,0.0,4074,0.0,8,4,1,-0.006181699873909402,11661,155200,4166.0,0.16563668889250285
31,499,24163.0,California State University-Los Angeles,13381,138.872142945965,37200,40300,44200,49900,4175.0,0.0,4326,0.0,7,3,1,-0.0097603624411619,13381,171600,4175.0,0.17903406034018954
89,3,5963.0,Yale University,13000,134.91800749552,67800,93200,97100,124400,0.0,18770.0,384,0.0,0,0,0,-0.010472172851870593,13000,382500,18770.0,0.06439711554586618
56,12,1549.0,Pomona College,10040,104.198215019617,51200,51000,66900,77300,0.0,13622.0,124,0.0,0,0,0,-0.019927356793218415,10040,246400,13622.0,0.08005164622336991
23,434,9272.0,California State University-Stanislaus,14248,147.87013621509,39300,38600,42700,48500,6174.0,0.0,1957,0.0,6,3,1,-0.021406620169778186,14248,169100,6174.0,0.21106557377049182
577,95,31441.0,Brigham Young University-Provo,12100,125.577530053522,46600,49700,58800,71500,0.0,13181.0,5377,0.0,1,0,0,-0.022481518289724167,12100,226600,13181.0,0.17101873350084285
20,8,948.0,California Institute of Technology,8700,90.2912819393097,68500,66900,105700,106300,0.0,23820.0,41,0.0,0,0,0,-0.023125514939377347,8700,347400,23820.0,0.043248945147679324
504,117,8102.0,Pennsylvania State University-World Campus,26000,269.83601499104,43600,0,51200,57200,22892.0,0.0,16141,0.0,1,0,0,-0.025838580706460557,26000,152000,22892.0,1.0
358,551,11815.0,College of Staten Island CUNY,15000,155.674624033292,33900,37700,41700,47500,6217.0,0.0,2680,0.0,8,4,1,-0.028338289292004146,15000,160800,6217.0,0.22683030046550995
612,64,30905.0,University of Washington-Seattle Campus,15000,155.674624033292,50300,52100,61000,69600,12001.0,0.0,6187,0.0,0,0,0,-0.03084931949070125,15000,233000,12001.0,0.2001941433425012
32,474,34911.0,California State University-Northridge,14488,150.360930199622,37400,39700,43500,49700,8243.0,0.0,7375,0.0,7,3,1,-0.034113208186186975,14488,170300,8243.0,0.21125146801867606
27,417,21732.0,California State University-Fresno,15000,155.674624033292,37200,38700,43400,48500,6452.0,0.0,4068,0.0,6,3,1,-0.03607398421205898,15000,167800,6452.0,0.1871893981225842
134,413,37636.0,Brigham Young University-Idaho,12601,130.777062496234,35600,35600,42800,49400,0.0,7632.0,5165,0.0,6,3,1,-0.03627435276291665,12601,163400,7632.0,0.13723562546498033
30,272,31503.0,California State University-Long Beach,15000,155.674624033292,40000,42600,46200,53000,8982.0,0.0,6604,0.0,4,2,0,-0.037321912005520555,15000,181800,8982.0,0.2096308288099546
107,70,34564.0,University of Florida,16247,168.616374444593,47700,50700,57800,65700,8057.0,0.0,5183,0.0,1,0,0,-0.03828032588421289,16247,221900,8057.0,0.14995370906145122
34,13,30845.0,University of California-Berkeley,13750,142.701738697184,57600,57600,68100,79000,14846.0,0.0,3950,0.0,0,0,0,-0.03902896981145934,13750,262300,14846.0,0.12805965310423084
28,300,34637.0,California State University-Fullerton,15000,155.674624033292,38500,41200,44800,51800,8234.0,0.0,6524,0.0,4,2,0,-0.041284883530599996,15000,176300,8234.0,0.18835349481768052
29,492,12728.0,California State University-East Bay,15326,159.057952528949,45200,47000,51700,58200,11435.0,0.0,2677,0.0,7,3,1,-0.04331748154252792,15326,202100,11435.0,0.21032369578881208
559,21,3962.0,Rice University,11989,124.425537835676,68300,66600,74800,91600,0.0,20879.0,405,0.0,0,0,0,-0.04374670525384361,11989,301300,20879.0,0.102221100454316
33,469,28439.0,California State University-Sacramento,15572,161.611016363095,41800,43000,48100,54200,9722.0,0.0,5798,0.0,7,3,1,-0.04515044429014682,15572,187100,9722.0,0.20387496044164705
24,500,17704.0,California State University-San Bernardino,15375,159.566489634124,37400,40500,42400,48800,8209.0,0.0,3523,0.0,7,3,1,-0.045303892249173625,15375,169100,8209.0,0.19899457749661092
35,88,30698.0,University of California-Davis,13000,134.91800749552,45300,49900,56600,68100,14729.0,0.0,4839,0.0,1,0,0,-0.045387605177087904,13000,219900,14729.0,0.15763241905010097
316,576,1585.0,Montana Technological University,20000,207.566165377723,48100,42700,51400,52100,13886.0,0.0,677,0.0,8,4,1,-0.04697574435063995,20000,194300,13886.0,0.42712933753943216
