,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,income
1480,0.0,0.0,0.0,0.0,0.1324,0.161,0.0021,0.0,0.0,0.0138,0.0,0.0,0.1112,0.0,0.0,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5508,38700,37500,46100,46100,51200,219600
1481,0.0,0.0,0.0,0.2206,0.1353,0.0576,0.0,0.0,0.0,0.0702,0.0,0.0,0.0351,0.0,0.005,0.0852,0.0301,0.0,0.0,0.005,0.0,0.01,0.0,0.0,0.0451,0.0,0.005,0.0,0.0025,0.0351,0.0,0.1454,0.01,0.0,0.0777,0.0,0.0,0.0251,39500,41700,50500,43900,54400,230000
1482,0.0,0.0,0.0,0.0283,0.3103,0.0542,0.0,0.0148,0.0,0.0862,0.0,0.0012,0.0209,0.0,0.0,0.1355,0.0062,0.0456,0.0,0.064,0.0,0.0025,0.0,0.0,0.0025,0.0062,0.0911,0.0,0.0,0.0,0.0,0.0616,0.0,0.0,0.0074,0.0,0.0,0.0616,45100,43400,53400,45400,56200,243500
1484,0.0,0.0,0.0,0.003,0.3314,0.0355,0.0,0.0237,0.0,0.0503,0.0,0.0,0.0,0.0,0.0,0.1953,0.0,0.0976,0.0,0.0651,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.0,0.0503,0.1391,0.0,0.0,0.0,0.0,0.0,32400,29800,36300,31900,39600,170000
1485,0.0,0.0,0.0,0.1108,0.1194,0.0487,0.0,0.0256,0.0,0.055999999999999994,0.0292,0.0,0.0292,0.0,0.0,0.1072,0.0134,0.0694,0.0,0.0,0.0,0.0122,0.0,0.0,0.1011,0.0,0.0134,0.0,0.0,0.0171,0.0,0.0572,0.0426,0.0,0.0317,0.0,0.0,0.1157,37700,37300,43200,43800,47400,209400
1486,0.0044,0.0,0.0,0.0393,0.1987,0.0,0.0666,0.0349,0.0,0.0448,0.0,0.0,0.0317,0.1201,0.0098,0.0393,0.0251,0.0,0.0,0.0328,0.0,0.0207,0.0,0.0,0.0044,0.0207,0.0,0.0,0.0,0.0142,0.0,0.0961,0.0,0.0,0.1681,0.0,0.0,0.0284,38100,39900,44400,43700,49000,215100
1488,0.0,0.0,0.0,0.115,0.1604,0.0374,0.0,0.0187,0.0,0.1203,0.0,0.0,0.0668,0.0,0.0321,0.0,0.0348,0.0,0.0,0.0,0.0,0.0267,0.0,0.0,0.0027,0.0,0.0321,0.0,0.0348,0.0294,0.0,0.0508,0.0481,0.0,0.0642,0.0401,0.0,0.0856,36300,35500,44400,40500,47700,204400
1491,0.0171,0.0205,0.057999999999999996,0.0922,0.0034,0.0341,0.0,0.0614,0.0,0.0375,0.0,0.0,0.0819,0.0,0.0068,0.0137,0.0068,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.040999999999999995,0.0307,0.0,0.0,0.0341,0.0205,0.0,0.0375,0.0,0.0,0.0648,0.0,0.0,0.3311,24900,26300,32700,33900,39900,157700
1492,0.0,0.0,0.0132,0.1251,0.0,0.0,0.0,0.0845,0.0,0.0,0.0,0.0411,0.0324,0.0,0.017,0.0,0.073,0.0,0.0,0.0176,0.0,0.102,0.0,0.0,0.0137,0.0104,0.0,0.0,0.0192,0.0675,0.0,0.0455,0.0,0.0,0.311,0.0,0.0,0.0269,91300,113600,123700,123000,139100,590700
1495,0.0,0.0,0.0,0.069,0.0365,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0636,0.0,0.0541,0.0,0.0622,0.0,0.0,0.0,0.0,0.0582,0.0,0.0,0.0528,0.0068,0.0,0.0,0.0149,0.0798,0.0,0.1394,0.0,0.0,0.318,0.0,0.0,0.0271,55500,58300,65800,72800,88600,341000
1497,0.0,0.0,0.0,0.0,0.3013,0.187,0.0,0.0,0.0,0.0416,0.0,0.0,0.0312,0.0,0.0,0.0519,0.0104,0.0,0.026000000000000002,0.0,0.0,0.0078,0.0,0.0,0.0104,0.0104,0.0961,0.0,0.0,0.0,0.0,0.0753,0.0104,0.0,0.0623,0.0,0.0,0.0779,36400,35100,41600,41900,45700,200700
1499,0.0,0.0,0.0,0.0151,0.0831,0.0025,0.0101,0.0,0.0,0.0227,0.0,0.0,0.0504,0.0076,0.0,0.1033,0.0227,0.0,0.0,0.1285,0.0,0.0277,0.0,0.0,0.0252,0.0126,0.0,0.0,0.0,0.0,0.0,0.262,0.0252,0.0,0.0151,0.0,0.0,0.1864,33400,33500,36800,37600,40500,181800
1502,0.0,0.0,0.0007,0.0447,0.1874,0.0,0.0,0.128,0.0,0.0,0.0163,0.1794,0.037000000000000005,0.0,0.001,0.0914,0.011000000000000001,0.1004,0.0,0.0327,0.0,0.0147,0.0,0.0,0.006999999999999999,0.0063,0.0,0.0,0.005,0.0123,0.0,0.0584,0.0,0.0,0.0277,0.0,0.0,0.0387,45700,45800,52200,50300,57200,251200
1503,0.0253,0.0226,0.0052,0.1049,0.1364,0.0504,0.0,0.033,0.0,0.0022,0.0,0.0716,0.0214,0.0,0.0173,0.092,0.0118,0.0053,0.0109,0.0197,0.0,0.0248,0.0,0.0,0.0651,0.0216,0.02,0.0,0.0027,0.0183,0.0,0.0654,0.0108,0.0,0.113,0.0,0.0,0.0284,44200,43400,51600,50900,57700,247800
1504,0.0,0.0,0.0075,0.0864,0.192,0.0369,0.0,0.0616,0.0,0.0267,0.0,0.0039,0.0338,0.0,0.0051,0.1146,0.0102,0.0448,0.0,0.0,0.0,0.0067,0.0,0.0,0.0039,0.0224,0.0722,0.0,0.0082,0.0079,0.0,0.1025,0.0196,0.0,0.115,0.0,0.0,0.0181,42600,43800,48600,47700,53700,236400
1506,0.0,0.0,0.0,0.0479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0,0.0,0.0,0.0,82200,103700,97800,108800,106500,499000
1507,0.0,0.0336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8941,31200,32400,36900,34100,40700,175300
1508,0.0,0.0077,0.0,0.0584,0.0163,0.001,0.0,0.3263,0.0,0.0,0.0,0.3933,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0029,0.0,0.0775,0.0,0.0,0.0325,0.0,0.0,0.0,0.0029,0.0708,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,99600,122900,130700,121400,153600,628200
1509,0.0,0.0,0.0,0.0,0.1264,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2328,0.0,75200,69900,84600,76400,96000,402100
1514,0.0,0.0,0.0,0.0405,0.2785,0.0608,0.0,0.0278,0.0,0.0,0.0,0.0658,0.0139,0.1797,0.0013,0.1316,0.0127,0.0443,0.0,0.0025,0.0,0.0089,0.0,0.0,0.0076,0.0063,0.0392,0.0,0.0038,0.0038,0.0,0.0291,0.0,0.0,0.0241,0.0,0.0,0.0177,47000,46200,57200,55800,62200,268400
1515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69200,0,77600,0,0,146800
1517,0.0,0.0,0.0,0.0,0.0,0.0,0.1279,0.0,0.0,0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7326,25000,25400,28300,26500,28800,134000
1518,0.0,0.0197,0.0573,0.1434,0.0,0.0,0.0,0.0789,0.0,0.0412,0.0,0.0,0.0645,0.0,0.0215,0.0,0.0233,0.0,0.0,0.0,0.0,0.0287,0.0,0.0,0.0394,0.0484,0.0,0.0,0.0125,0.0466,0.0,0.0573,0.0,0.0,0.2401,0.0,0.0,0.0771,36800,38000,42000,45400,53900,216100
1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34000,30000,37700,40000,41200,182900
1525,0.0,0.0,0.0,0.0,0.3664,0.0534,0.0,0.0382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0534,0.0,0.0687,0.0153,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.084,0.1374,0.0,0.0,0.0,0.1145,0.0,0.0,0.0,0.0,0.0,0.0611,32600,32800,37500,37100,41200,181200
1526,0.0,0.0,0.0,0.0,0.6701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.0,0.0,0.0,0.0103,0.1168,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.1271,0.0,0.0,0.0,0.0,0.0584,0.0,0.0,0.0,0.0,0.0,0.0,40300,41700,46900,48100,53500,230500
1527,0.0,0.0,0.0,0.0434,0.1879,0.0,0.0,0.0318,0.0,0.026000000000000002,0.0,0.0,0.159,0.0,0.0,0.0231,0.0289,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.1676,0.0347,0.0,0.0,0.0029,0.0145,0.0,0.1127,0.0,0.0,0.0983,0.0,0.0,0.0549,30100,31400,34800,36000,38300,170600
1530,0.0,0.0157,0.0003,0.0786,0.2464,0.055,0.0003,0.0459,0.0,0.0,0.0,0.1741,0.0053,0.0,0.0063,0.107,0.0061,0.0144,0.0,0.0003,0.0,0.0134,0.0,0.0,0.0,0.0188,0.0,0.0,0.002,0.0177,0.0,0.0302,0.0071,0.0,0.1214,0.0,0.0,0.0337,57800,56800,65800,63200,74200,317800
1532,0.0,0.0,0.0,0.0385,0.1006,0.0,0.0,0.0414,0.0,0.0917,0.0,0.0,0.0089,0.0,0.003,0.4822,0.0059,0.0237,0.0148,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0828,0.0888,0.0,0.0059,0.0,0.0,0.0,45500,42500,48800,44400,49600,230800
1533,0.0,0.0,0.0,0.14,0.26,0.02,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.06,0.0,0.0,0.04,29100,30200,34600,36200,36500,166600
1537,0.0,0.0,0.0,0.0378,0.0398,0.0458,0.0,0.0,0.0,0.002,0.0,0.0,0.004,0.0,0.0,0.7709,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.002,0.0,0.0418,0.0,0.0,0.0,0.0,0.0319,0.006,0.0,0.0139,0.0,0.0,0.0,40500,43800,53500,46600,56800,241200
1540,0.0,0.0,0.0,0.0744,0.2311,0.0504,0.0,0.012,0.0,0.0852,0.0,0.0,0.021,0.0,0.0048,0.1465,0.0198,0.0672,0.0,0.0072,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0528,0.0,0.0024,0.0102,0.0,0.0858,0.0552,0.0,0.0354,0.0,0.0,0.0294,39300,38000,43200,41400,47100,209000
1542,0.0,0.0,0.0075,0.0804,0.0528,0.0477,0.0,0.0201,0.0,0.0025,0.0,0.0,0.0302,0.0025,0.005,0.3769,0.0201,0.0,0.0,0.0,0.0,0.0101,0.0,0.0,0.0553,0.0101,0.0678,0.0,0.0025,0.0101,0.0,0.0352,0.0302,0.0,0.10300000000000001,0.0,0.0,0.0302,49700,46600,52400,52800,58400,259900
1544,0.0,0.0142,0.0645,0.1289,0.0,0.0,0.0,0.0409,0.0,0.0236,0.0,0.0755,0.0645,0.0,0.0425,0.0,0.0173,0.0,0.0,0.0,0.0,0.0314,0.0,0.0,0.0173,0.0299,0.0,0.0,0.022000000000000002,0.0739,0.0,0.0708,0.0,0.0,0.2201,0.0,0.0,0.0629,37400,37400,43500,46100,51100,215500
1546,0.0,0.0,0.0,0.0621,0.0581,0.0361,0.0,0.006,0.0,0.0621,0.0,0.0,0.01,0.0,0.0,0.4128,0.004,0.0441,0.0,0.0301,0.0,0.012,0.0,0.0,0.006,0.0,0.1804,0.0,0.0,0.0,0.0,0.0561,0.0,0.0,0.008,0.0,0.0,0.012,40700,42300,45600,46600,48500,223700
1548,0.0,0.0,0.0058,0.0427,0.2829,0.0,0.0,0.0398,0.0,0.0014,0.0,0.1165,0.0369,0.0,0.0072,0.1491,0.0181,0.0,0.0,0.0152,0.0,0.0123,0.0,0.0,0.0065,0.0,0.0,0.0,0.0022,0.0195,0.0,0.0796,0.0,0.0,0.1064,0.0,0.0,0.0579,41100,40500,47200,45300,51500,225600
1549,0.0,0.0,0.0055,0.1046,0.2771,0.0495,0.0,0.0275,0.0,0.0349,0.0,0.0,0.0349,0.0,0.0183,0.0385,0.0202,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,0.0,0.0532,0.0239,0.0,0.0,0.0165,0.022000000000000002,0.0,0.0881,0.0,0.0,0.1358,0.0,0.0,0.0275,50800,52600,58600,60800,66800,289600
1550,0.0,0.0,0.0,0.0516,0.4639,0.1136,0.0,0.0387,0.0,0.0052,0.0,0.0103,0.0215,0.0,0.0086,0.0,0.0164,0.0,0.0344,0.0,0.0,0.0052,0.0,0.0,0.0095,0.0052,0.0,0.0,0.0034,0.0052,0.0,0.0491,0.0,0.0,0.1205,0.0,0.0,0.0379,43700,47700,51000,53500,59900,255800
1552,0.0,0.0043,0.0256,0.1157,0.0,0.0,0.0,0.0979,0.0,0.0,0.0,0.1256,0.0284,0.0263,0.0192,0.0284,0.0227,0.0,0.0,0.0,0.0,0.0142,0.0,0.0,0.0802,0.0014,0.0,0.0,0.0114,0.0241,0.0,0.0596,0.0,0.0,0.2527,0.0,0.0,0.0625,56600,63500,84800,84800,103300,393000
1553,0.0,0.0102,0.055999999999999994,0.1545,0.0,0.0,0.0,0.1324,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0357,0.0,0.0187,0.0,0.0,0.0,0.0,0.0289,0.0,0.0,0.039,0.017,0.0,0.0,0.0187,0.0526,0.0,0.0628,0.0,0.0,0.2615,0.0,0.0,0.055999999999999994,48600,52800,59700,63100,71800,296000
1554,0.0,0.0968,0.0,0.0,0.2112,0.0,0.0,0.1482,0.0093,0.0,0.0572,0.3874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0782,54200,49300,60000,54400,67300,285200
1555,0.0,0.0,0.0,0.037000000000000005,0.3567,0.0304,0.0,0.0423,0.0,0.0106,0.0,0.1889,0.0079,0.0,0.0,0.1017,0.0026,0.0713,0.0092,0.0026,0.0,0.0013,0.0,0.0,0.0013,0.0,0.0343,0.0,0.0,0.0106,0.0,0.0515,0.0198,0.0,0.0119,0.0,0.0,0.0079,46800,50200,52100,58400,61300,268800
1556,0.0,0.0069,0.0015,0.0381,0.1564,0.0717,0.0,0.0259,0.0,0.1373,0.0,0.0,0.0221,0.0,0.0038,0.0404,0.0244,0.1495,0.0,0.0412,0.0,0.0076,0.0,0.0,0.0,0.0297,0.057999999999999996,0.0,0.0,0.0046,0.0,0.0748,0.0359,0.0,0.0343,0.0,0.0,0.0359,37500,39100,43800,43000,48900,212300
1557,0.0,0.0,0.0256,0.1364,0.1563,0.0,0.0,0.0256,0.0,0.0,0.0,0.0,0.0597,0.0,0.0114,0.0,0.0568,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0085,0.0199,0.0,0.0,0.0142,0.0199,0.0,0.1278,0.0,0.0,0.1619,0.0,0.0,0.1591,38300,41000,46700,47500,55500,229000
1558,0.0,0.0,0.0389,0.1204,0.0,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,0.0722,0.0,0.05,0.0,0.0685,0.0,0.0,0.0,0.0,0.0889,0.0,0.0,0.0074,0.013000000000000001,0.0,0.0,0.0056,0.0852,0.0,0.0352,0.0,0.0,0.2556,0.0,0.0,0.0759,51400,56100,60000,73300,89800,330600
1559,0.0,0.0,0.0,0.0541,0.0337,0.001,0.0,0.14800000000000002,0.0,0.0,0.0,0.7122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0255,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0153,0.0,0.002,0.0,0.0,0.001,0.0,0.0,0.0031,66300,72100,75100,76700,84600,374800
1560,0.0,0.0,0.0,0.0895,0.1799,0.0511,0.0,0.0301,0.0,0.0475,0.0,0.0,0.032,0.0,0.0046,0.2137,0.032,0.1096,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0073,0.0,0.0,0.0,0.0283,0.0,0.0858,0.0,0.0,0.0621,0.0,0.0,0.0064,41000,40400,46800,44200,52400,224800
1561,0.0,0.0,0.0032,0.0965,0.2669,0.0514,0.0,0.0,0.0,0.0643,0.0,0.0,0.0161,0.0,0.0096,0.0386,0.0161,0.0675,0.0,0.0,0.0,0.0129,0.0,0.0,0.0,0.0161,0.16399999999999998,0.0,0.0129,0.0129,0.0,0.0289,0.0322,0.0,0.0096,0.0,0.0,0.0804,34000,32700,42100,37500,42800,189100
1562,0.0,0.0,0.0036,0.15,0.1536,0.0643,0.0,0.0,0.0,0.0464,0.0,0.0,0.0393,0.0,0.0143,0.0143,0.0179,0.0,0.0,0.0071,0.0,0.0286,0.0,0.0,0.0,0.0179,0.075,0.0,0.0071,0.0571,0.0,0.0786,0.0071,0.0,0.1571,0.0,0.0,0.0607,37600,43800,47000,47200,55700,231300
1565,0.0,0.0,0.0,0.0912,0.1824,0.0574,0.0,0.0034,0.0,0.0845,0.0,0.0,0.0439,0.0,0.0169,0.2196,0.0203,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0034,0.0304,0.0,0.0,0.0,0.0541,0.0,0.0709,0.0,0.0,0.0845,0.0,0.0,0.0338,36500,38700,41800,47100,46500,210600
1567,0.0282,0.047,0.0,0.1097,0.1066,0.0125,0.0,0.0157,0.0,0.0345,0.0,0.047,0.0157,0.0125,0.0408,0.21,0.0031,0.0,0.0,0.0627,0.0,0.0063,0.0,0.0,0.0063,0.0,0.0125,0.0,0.0313,0.0157,0.0,0.0596,0.0251,0.0,0.0157,0.0282,0.0251,0.0282,35200,36300,40600,38900,47800,198800
1568,0.0,0.0,0.0,0.0742,0.2374,0.0415,0.0,0.0119,0.0,0.0445,0.0,0.0,0.0534,0.0,0.0297,0.0208,0.0148,0.0,0.0,0.0445,0.0,0.0178,0.0,0.0,0.0326,0.0,0.1039,0.0,0.0059,0.003,0.0,0.0682,0.0326,0.0,0.0712,0.0119,0.0,0.0801,32000,35000,36800,38800,42400,185000
1572,0.0,0.0,0.0012,0.0768,0.1246,0.0501,0.0,0.0338,0.0,0.1036,0.0,0.1083,0.0244,0.0,0.021,0.1281,0.0151,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.0175,0.0093,0.0373,0.0,0.013999999999999999,0.0268,0.0,0.0396,0.0349,0.0,0.0582,0.0407,0.0,0.0233,38900,38900,45300,42300,48700,214100
1576,0.0,0.0,0.0016,0.0593,0.2698,0.0908,0.0,0.0238,0.0,0.0609,0.0191,0.0185,0.0114,0.0299,0.0048,0.0747,0.0109,0.0,0.0045,0.0,0.0,0.0056,0.0,0.0,0.0,0.0159,0.0781,0.0,0.0019,0.0106,0.0,0.0678,0.0561,0.0,0.0561,0.0,0.0,0.0281,37600,36600,42400,42100,46200,204900
1579,0.0,0.0,0.0,0.0,0.9058,0.0,0.0,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46700,50000,52000,54500,59500,262700
1580,0.0,0.0,0.0,0.0682,0.2159,0.0114,0.0,0.0682,0.0,0.1136,0.0,0.0,0.0341,0.1591,0.0,0.0,0.0,0.0568,0.0,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.125,0.0,0.0114,0.0,0.0,0.0568,0.0,0.0,0.0,0.0341,0.0,0.0341,31100,36600,36600,39900,40600,184800
1582,0.0,0.0,0.0,0.0,0.0,0.0,0.1767,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8195,37100,35600,42500,40900,50700,206800
1583,0.0,0.0,0.0,0.0,0.5205,0.0,0.0016,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3245,0.0,0.004,0.0088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35100,29600,34000,33100,35400,167200
1589,0.0,0.0368,0.0,0.1008,0.0817,0.0177,0.0,0.0,0.0,0.0054,0.0,0.1226,0.0,0.0,0.0436,0.4768,0.0027,0.015,0.015,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0095,0.0,0.0218,0.0259,0.0,0.0123,0.0,0.0,0.0,47000,44600,50000,44600,53700,239900
1592,0.0,0.0015,0.0032,0.033,0.2051,0.0507,0.0147,0.023,0.0,0.069,0.0339,0.0012,0.0153,0.0077,0.0068,0.1689,0.0085,0.0029,0.005,0.0,0.0,0.0029,0.0,0.0,0.0513,0.0071,0.0304,0.0,0.0012,0.0147,0.0,0.0613,0.0595,0.0,0.0616,0.0,0.0083,0.0513,35300,34700,40100,38900,43900,192900
1594,0.0,0.0,0.0,0.0286,0.1796,0.0117,0.0216,0.0226,0.0,0.0195,0.1679,0.0177,0.0075,0.0247,0.001,0.2024,0.001,0.0995,0.0034,0.0265,0.0,0.0023,0.032,0.0,0.006999999999999999,0.0,0.0,0.0073,0.0,0.0026,0.0244,0.0117,0.0174,0.0021,0.0021,0.0,0.0,0.0559,40300,40100,46100,42600,49600,218700
1597,0.0,0.0,0.0,0.0353,0.038,0.0,0.0,0.0652,0.0,0.0,0.0,0.8261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66100,61300,75700,70400,78500,352000
1599,0.0,0.0,0.0,0.0,0.10099999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,0.0144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.524,0.0,0.024,27500,27800,31800,29100,30500,146700
1600,0.0,0.0,0.0,0.0149,0.4094,0.0682,0.0,0.0,0.0,0.0704,0.0,0.0,0.0085,0.0,0.0107,0.0256,0.0085,0.0,0.0,0.0277,0.0,0.0043,0.0,0.0,0.0043,0.0,0.0533,0.0,0.0,0.0,0.0,0.1151,0.0597,0.0,0.0021,0.0853,0.0,0.032,37500,34100,37500,38400,40800,188300
1602,0.0,0.0,0.0032,0.0426,0.2034,0.0668,0.0,0.027999999999999997,0.0,0.0263,0.0055,0.0239,0.0309,0.0,0.0072,0.1892,0.0108,0.0337,0.0068,0.0161,0.0,0.0203,0.0,0.0,0.0095,0.0123,0.0557,0.0,0.003,0.0136,0.0,0.057,0.035,0.0,0.0579,0.0,0.0,0.0413,37700,37500,42800,40400,47200,205600
1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,20700,24100,26600,32000,30000,133400
1606,0.0,0.0,0.0014,0.0709,0.1867,0.0362,0.0,0.0145,0.0,0.1114,0.0,0.0767,0.0362,0.0,0.0376,0.0579,0.0101,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0391,0.0,0.0695,0.0,0.0101,0.0449,0.0,0.0695,0.0434,0.0,0.0564,0.0,0.0,0.0232,39200,37500,43500,45100,50700,216000
1608,0.0,0.0,0.016,0.1763,0.1346,0.0,0.0,0.0577,0.0,0.0,0.0,0.0,0.0801,0.0,0.0224,0.0,0.0256,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0064,0.0,0.0,0.0,0.0513,0.1122,0.0,0.0994,0.0,0.0,0.1346,0.0,0.0,0.0641,39600,40200,48100,51200,54400,233500
1614,0.0,0.0,0.0017,0.0383,0.1298,0.0017,0.0,0.0316,0.0,0.0399,0.0233,0.0366,0.005,0.0,0.0,0.1181,0.005,0.2895,0.0,0.0483,0.0,0.0067,0.0,0.0,0.0067,0.0566,0.0749,0.0,0.0,0.0449,0.0,0.0266,0.01,0.0,0.005,0.0,0.0,0.0,33000,34200,36900,37100,42000,183200
1616,0.0,0.1504,0.0,0.015,0.0727,0.0476,0.0175,0.0752,0.0,0.0,0.0777,0.4586,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0075,0.0,0.0,0.0,0.0,0.0075,0.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0426,48100,45300,54200,53000,60500,261100
1619,0.0,0.0,0.0011,0.0308,0.1916,0.0137,0.0,0.0091,0.0,0.081,0.0011,0.0,0.0148,0.0673,0.0194,0.1779,0.0046,0.2223,0.0194,0.0034,0.0,0.0068,0.0,0.0,0.0125,0.0046,0.0148,0.0,0.0011,0.0023,0.0,0.0205,0.0536,0.0046,0.0034,0.0,0.0,0.0182,40700,39100,43600,39600,44400,207400
1620,0.0,0.0,0.0,0.0088,0.0643,0.0,0.0,0.0088,0.0,0.0,0.0,0.0,0.0292,0.0117,0.0,0.0468,0.0029,0.0263,0.0,0.614,0.0,0.0088,0.0,0.0,0.0029,0.0,0.0,0.0,0.0029,0.0029,0.0,0.0292,0.0351,0.0,0.0614,0.0,0.0,0.0439,25800,30700,30200,30300,31600,148600
