,Rank,CONTROL,LOCALE,LOCALE2,MENONLY,WOMENONLY,ADM_RATE,ADM_RATE_ALL,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,C150_4,C150_4_POOLED,PCTFLOAN,UG25ABV,WDRAW_ORIG_YR2_RT,DEP_COMP_ORIG_YR6_RT,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,DEBT_MDN,GRAD_DEBT_MDN,WDRAW_DEBT_MDN,LO_INC_DEBT_MDN,MD_INC_DEBT_MDN,HI_INC_DEBT_MDN,DEP_DEBT_MDN,IND_DEBT_MDN,PELL_DEBT_MDN,NOPELL_DEBT_MDN,FEMALE_DEBT_MDN,MALE_DEBT_MDN,FIRSTGEN_DEBT_MDN,NOTFIRSTGEN_DEBT_MDN,DEBT_N,GRAD_DEBT_N,WDRAW_DEBT_N,LO_INC_DEBT_N,MD_INC_DEBT_N,HI_INC_DEBT_N,DEP_DEBT_N,IND_DEBT_N,PELL_DEBT_N,NOPELL_DEBT_N,FEMALE_DEBT_N,MALE_DEBT_N,FIRSTGEN_DEBT_N,NOTFIRSTGEN_DEBT_N,GRAD_DEBT_MDN10YR,CUML_DEBT_N,CUML_DEBT_P90,CUML_DEBT_P75,CUML_DEBT_P25,CUML_DEBT_P10,LOAN_EVER,PELL_EVER,AGE_ENTRY,AGE_ENTRY_SQ,AGEGE24,FEMALE,MARRIED,DEPENDENT,VETERAN,FIRST_GEN,FAMINC,MD_FAMINC,FAMINC_IND,LNFAMINC,LNFAMINC_IND,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_HISPANIC,PCT_BA,PCT_GRAD_PROF,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,FSEND_COUNT,MN_EARN_WNE_P10,MD_EARN_WNE_P10,MN_EARN_WNE_INDEP0_P10,MN_EARN_WNE_INDEP1_P10,MN_EARN_WNE_MALE0_P10,MN_EARN_WNE_MALE1_P10,MN_EARN_WNE_P6,MD_EARN_WNE_P6,MN_EARN_WNE_INDEP0_P6,MN_EARN_WNE_INDEP1_P6,MN_EARN_WNE_MALE0_P6,MN_EARN_WNE_MALE1_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MD_EARN_WNE_P8,MN_EARN_WNE_P9,ICLEVEL,SCHTYPE,CIPTFBS1,UNITID_y,OPEID6_y,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,10%_cut,5%_cut,20%_cut,50%_cut
322,518,1,11.0,0.0,0.0,0.0,0.8168,0.8168,0.0,0.0,498.0,23.0,22.0,21.0,7.0,1135.0,1135.0,0.0,0.0069,0.0,0.0021,0.0356,0.0,0.0895,0.0,0.0728,0.0,0.0,0.0094,0.0,0.0,0.0137,0.141,0.0021,0.0634,0.0129,0.0,0.0231,0.0261,0.0026,0.0,0.0077,0.0,0.0471,0.1101,0.0133,0.0424,0.0,0.0,0.0,0.009000000000000001,0.0433,0.0124,0.2031,0.0103,12230.0,0.0,0.6541,0.0638,0.1378,0.04,0.0029,0.001,0.0457,0.0412,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13511.0,0.0,0.0,0.0,18849.0,0.0,7790.0,20764.0,0.0,6733.0,9063.0,8377.0,0.4954,0.4845,0.4775,0.3981,0.2075,0.208999628115,0.444949494949,0.1670721817,0.1705190592,0.1528791565,0.1808596918,13188,20250,8334,13500,13000,13000,12000,17484,14553,12000,13576,12750,13077,13324,6313,2857,3456,1960,1995,2358,4723,1590,3658,2655,3473,2840,4390,1923,210.160742444945,5902,32643,23949,5500,2750,0.7433090024,0.5881995134,22.211476075,0.0,0.18000000715255,0.5608272506,0.0693430657,0.7652068127,0.0030413625,0.3478655767,62342.515004,46908,25772.551813,0.0,0.0,88.4700012207031,5.51000022888183,1.54999995231628,4.94000005722045,20.079999923706,8.82999992370605,94.75,66043.01,5.3600001335144,2.31999993324279,0.0,49300,44200,49600,48600,42200,57300,38600,35500,37700,41400,34500,42700,39400,44000,40400,44400,1,1.0,0.0,181394.0,2554.0,14610,15731,13173.0,6485.0,34522,89500.0,87.0,840.0,1102.0,19.0,26.0,7,15,3,1
323,412,2,11.0,0.0,0.0,0.0,0.7208,0.7208,570.0,570.0,0.0,25.0,26.0,24.0,0.0,1199.0,1199.0,0.0,0.0,0.0,0.0,0.0554,0.0,0.0,0.0,0.0705,0.0,0.0,0.0176,0.0,0.0,0.0227,0.005,0.0,0.1159,0.0101,0.0,0.005,0.1083,0.0025,0.0,0.0151,0.0,0.0302,0.0202,0.0453,0.0327,0.0,0.0,0.0,0.0,0.063,0.204,0.1587,0.0176,1839.0,0.0,0.8086,0.0294,0.0685,0.0201,0.0027,0.0016,0.0283,0.0114,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23259.0,0.0,0.0,45298.0,0.0,34202.0,34202.0,0.0,12123.0,7333.0,6778.0,0.3549,0.632,0.642,0.6582,0.1591,0.127659574468,0.521518987342,0.1194690265,0.1681415929,0.2046460177,0.2699115044,18750,25000,8750,16965,18000,19628,19813,15119,19000,18250,18750,19000,17336,19752,976,510,466,234,313,429,752,224,483,493,613,363,622,354,259.457706722154,1035,30750,27000,6722,3500,0.9435840708,0.4657079646,22.494469027,0.0,0.11999999731779,0.5741150442,0.078539823,0.7842920354,0,0.262295082,80936.094027,69291,34401.415385,0.0,0.0,93.8300018310547,1.36000001430511,1.30999994277954,3.70000004768371,17.3999996185302,7.8600001335144,96.120002746582,59199.51,5.69000005722045,2.11999988555908,0.0,52500,46000,52100,54600,47900,59100,40200,37300,37800,51100,39300,41300,40700,46000,41700,47400,1,2.0,0.0,181446.0,2555.0,2064,3703,23652.0,18976.0,46544,80500.0,71.0,1040.0,1300.0,22.0,28.0,6,12,3,1
324,239,1,11.0,0.0,0.0,0.0,0.7961,0.7961,625.0,620.0,0.0,26.0,26.0,25.0,0.0,1236.0,1236.0,0.0853,0.0163,0.0188,0.001,0.0807,0.0,0.0178,0.0,0.0695,0.1156,0.0183,0.009000000000000001,0.0841,0.0002,0.0158,0.0002,0.0,0.0529,0.0129,0.0,0.0122,0.0,0.001,0.0,0.0107,0.0,0.0544,0.0041,0.0,0.0366,0.0,0.0,0.0,0.0,0.0261,0.0176,0.2299,0.009000000000000001,20592.0,0.0,0.7442,0.027000000000000003,0.066,0.0289,0.0025,0.0007,0.0306,0.0902,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18086.0,0.0,0.0,0.0,23936.0,0.0,9242.0,25038.0,0.0,10061.0,12222.0,10936.0,0.9465,0.6873,0.6834,0.4053,0.0501,0.128428270042,0.581147040879,0.1354301307,0.1640097659,0.1885681459,0.3067643257,13919,21000,6500,12000,14000,15000,13671,15950,14232,13121,13665,14000,13000,15000,8189,4720,3469,1550,2490,4149,7536,653,3755,4434,4200,3989,4545,3644,217.944473646609,7575,31000,25392,5500,3500,0.8637081718,0.4549763033,20.135573747,0.0,0.05999999865889,0.5250610369,0.0175211834,0.9326439753,0,0.220236292,85258.120494,71878,20729.646055,0.0,0.0,91.8099975585937,2.48000001907348,1.57000005245208,4.36999988555908,18.2000007629394,8.22999954223632,95.4100036621093,60976.73,5.94000005722045,2.25999999046325,0.0,52700,46400,53000,50000,46100,59000,39900,37200,39900,40000,35800,43700,39900,45500,41300,46800,1,1.0,0.0,181464.0,2565.0,22012,26079,17784.0,8538.0,40182,96700.0,64.0,1100.0,1380.0,22.0,29.0,3,7,1,0
325,548,1,12.0,0.0,0.0,0.0,0.8204,0.8204,570.0,565.0,475.0,22.0,21.0,21.0,0.0,1113.0,1113.0,0.0,0.0012,0.0096,0.0019,0.0586,0.0,0.0274,0.0007,0.0471,0.0394,0.0,0.0038,0.0,0.0,0.0178,0.0,0.0,0.0552,0.0058,0.0,0.0228,0.0557,0.0065,0.0,0.0101,0.0,0.0776,0.0704,0.0351,0.0552,0.0,0.0,0.0,0.0,0.0598,0.0617,0.2688,0.0077,24707.0,0.0,0.3016,0.0764,0.3043,0.1588,0.0031,0.0089,0.1081,0.0347,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10551.0,0.0,0.0,0.0,17582.0,0.0,7985.0,23132.0,0.0,7211.0,12366.0,10778.0,0.9581,0.4285,0.4224,0.3347,0.2334,0.156301482702,0.434004474273,0.2011774029,0.1631382316,0.1069851693,0.1004188837,12500,18750,8736,13000,12050,12000,11000,16750,13763,11000,12500,12500,12500,12856,9789,4673,5116,3910,3303,2576,6631,3158,6334,3455,5869,3920,7436,2353,194.593280041615,7436,34500,24000,5500,3250,0.6346654591,0.6970451715,22.712441979,0.0,0.28000000119209,0.5966262878,0.0692856334,0.7332729537,0.0052077437,0.4234979633,47132.11774,34261,24089.411715,0.0,0.0,72.1100006103515,7.82999992370605,7.03999996185302,17.0499992370605,14.6800003051757,7.38999986648559,83.4400024414062,70070.97,7.25,3.82999992370605,0.0,49600,45000,48300,51700,46000,54400,39300,36500,36700,43400,37900,41100,40600,45700,41100,47100,1,1.0,0.0,182281.0,2569.0,27561,30471,10555.0,4998.0,37639,90400.0,81.0,1030.0,1240.0,19.0,24.0,8,16,4,1
326,349,1,12.0,0.0,0.0,0.0,0.8815,0.8815,590.0,585.0,515.0,24.0,23.0,23.0,8.0,1172.0,1172.0,0.0074,0.0241,0.0,0.0008,0.0516,0.0,0.0217,0.0,0.0381,0.1294,0.0,0.0127,0.0365,0.0,0.0167,0.0177,0.0,0.1021,0.0095,0.0,0.0132,0.0,0.0034,0.0,0.0196,0.0,0.049,0.0,0.027000000000000003,0.0841,0.0,0.0,0.0,0.0,0.0172,0.1511,0.1588,0.0082,17513.0,0.0,0.5683,0.0324,0.2114,0.0817,0.006999999999999999,0.0059,0.0709,0.0083,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14122.0,0.0,0.0,0.0,21792.0,0.0,7599.0,22236.0,0.0,7092.0,11998.0,10193.0,0.9508,0.5755,0.5628,0.3525,0.1115,0.110229007634,0.55403348554,0.1615937073,0.1672366621,0.1275649795,0.2197332421,13250,19500,7250,13500,13460,13000,12500,16301,14935,12000,13963,12500,13337,13000,7061,4098,2963,2124,2225,2712,5626,1435,3995,3066,3978,3083,5131,1930,202.37701124328,6475,31000,23046,5500,2750,0.7539329685,0.5754103967,21.467339261,0.0,0.28000000119209,0.5637824897,0.0430916553,0.8319083447,0.0030779754,0.3846298032,66812.415356,48103,22195.305188,0.0,0.0,80.6600036621093,3.40000009536743,4.59000015258789,13.3500003814697,15.4300003051757,7.67000007629394,87.5199966430664,68050.29,6.38000011444091,3.58999991416931,0.0,56300,47000,54100,59900,49400,65800,41600,37700,39200,46700,38800,45200,43500,48600,42400,48800,1,1.0,0.0,182290.0,2568.0,20196,21657,14505.0,5672.0,38398,95000.0,88.0,1070.0,1260.0,21.0,26.0,5,10,2,1
327,10,2,33.0,0.0,0.0,0.0,0.0874,0.0874,735.0,755.0,725.0,33.0,35.0,32.0,0.0,1488.0,1488.0,0.0,0.0288,0.0,0.0314,0.0,0.0,0.0751,0.0,0.0,0.0917,0.0,0.0323,0.0,0.0,0.0314,0.0,0.0,0.09,0.0323,0.0,0.0306,0.0,0.0175,0.0,0.055,0.0,0.0472,0.0,0.0,0.3406,0.0,0.0,0.0,0.0,0.0524,0.0,0.0,0.0437,4312.0,0.0,0.5067,0.0603,0.0995,0.1535,0.0172,0.003,0.0533,0.0935,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31449.0,0.0,0.0,71827.0,0.0,55453.0,55453.0,0.0,32303.0,27978.0,15278.0,0.7969,0.9516,0.9556,0.2571,0.0077,0.040511727079,0,0.1223849372,0.1077405858,0.1119246862,0.3734309623,10342,12500,6048,5500,7197,13000,0,0,7500,12134,10000,10500,8548,11500,829,645,184,94,162,573,816,13,256,573,419,410,242,587,129.728853361077,931,27000,22000,5500,3000,0.7709205021,0.379707113,20.470711297,0.0,0.09000000357627,0.5240585774,0.010460251,0.8535564854,0,0.1736263736,102529.54184,68455.5,15906.571429,0.0,0.0,79,8.0600004196167,5.19000005722045,9.47999954223632,22.1000003814697,15.4700002670288,85.3000030517578,79834.73,6.80000019073486,3.1800000667572,0.0,110200,75500,100800,167600,91100,130600,74600,58900,68300,101000,60300,86900,79400,94000,67400,91300,1,2.0,0.0,182670.0,2573.0,4693,6509,30421.0,47171.0,71827,130900.0,10.0,1430.0,1560.0,30.0,34.0,0,0,0,0
328,246,1,23.0,0.0,0.0,0.0,0.7678,0.7668,595.0,585.0,540.0,25.0,26.0,25.0,0.0,1186.0,1184.0,0.0245,0.0344,0.0029,0.0013,0.055,0.0,0.018000000000000002,0.0023,0.0045,0.1039,0.0055,0.0097,0.0235,0.0,0.0277,0.0003,0.0,0.0907,0.0119,0.0,0.0222,0.0595,0.0019,0.0,0.0145,0.0,0.07400000000000001,0.0,0.0148,0.0804,0.0,0.0,0.0,0.0,0.0206,0.0804,0.1976,0.018000000000000002,12668.0,0.0,0.8243,0.0111,0.0343,0.0264,0.0015,0.0002,0.0204,0.0391,0.0428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22909.0,0.0,0.0,0.0,32469.0,0.0,18499.0,33879.0,0.0,13676.0,10999.0,11893.0,0.6672,0.7707,0.7742,0.6458,0.0251,0.095385568287,0.721097770154,0.0997932719,0.1317421537,0.1866190566,0.4038714527,23250,27000,8750,22202,24250,23000,23250,20772,25000,21500,23250,22698,23500,22227,6948,4800,2148,1172,1772,4004,6548,400,2625,4323,3888,3060,3704,3244,280.214323259926,6497,31000,27000,12000,5500,0.9633527532,0.3409133621,20.029505732,0.0,0.05999999865889,0.5576019545,0.0127795527,0.9434316858,0.0031948882,0.174486235,101251.05243,89334,22241.644518,0.0,0.0,94.370002746582,1.5900000333786,1.74000000953674,2.25999999046325,20.6100006103515,12.0600004196167,93.5,77484.55,4.13000011444091,2.50999999046325,0.0,57700,51400,58100,53500,51800,65600,44900,42400,44200,51700,41800,48800,43100,50800,47100,49400,1,1.0,0.0,183044.0,2589.0,13688,15363,24529.0,12539.0,47570,100300.0,77.0,1070.0,1260.0,23.0,28.0,3,7,1,0
329,319,2,22.0,0.0,0.0,0.0,0.7664,0.7664,615.0,600.0,0.0,27.0,26.0,26.0,0.0,1223.0,1223.0,0.0,0.0021,0.0,0.0021,0.0696,0.0,0.0232,0.0,0.0464,0.0105,0.0,0.0021,0.0,0.0,0.038,0.0021,0.0,0.0527,0.0127,0.0,0.0274,0.0,0.0,0.0,0.0316,0.0,0.0527,0.0,0.0084,0.1519,0.0,0.0,0.0,0.0,0.0105,0.2194,0.2194,0.0169,2016.0,0.0,0.871,0.0169,0.0427,0.0104,0.0005,0.0005,0.0174,0.0079,0.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32023.0,0.0,0.0,56405.0,0.0,41200.0,41200.0,0.0,20942.0,14799.0,8902.0,0.6889,0.7742,0.787,0.7011,0.0122,0,0,0.0677764566,0.1058263971,0.1331747919,0.6064209275,26803,27000,5500,22250,25992,27000,26897,12500,26750,26857,27000,25459,26829,26802,896,713,183,73,175,648,877,19,225,671,533,363,420,476,280.214323259926,888,33500,27000,12000,5500,0,0.1997621879,19.583828775,0.0,0.00999999977648,0.6028537455,0,0.983353151,0,0.130806846,134803.11772,123136,26458,0.0,0.0,92.4599990844726,2.13000011444091,2.35999989509582,3.21000003814697,20.9699993133544,12.8999996185302,91.4499969482422,81185.61,4.32000017166137,2.42000007629394,0.0,63200,58300,0,0,59500,68100,49900,49000,0,0,50400,49400,48900,56300,52500,55300,1,2.0,0.0,183239.0,2587.0,1964,1995,31268.0,23338.0,56846,100300.0,76.0,1140.0,1300.0,24.0,28.0,4,9,2,0
330,356,2,21.0,0.0,0.0,0.0,0.6922,0.6922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263,0.0,0.0099,0.0,0.0,0.0362,0.0,0.0,0.0,0.0,0.0428,0.0,0.0,0.0757,0.0,0.0,0.1546,0.0164,0.0,0.0,0.0,0.0263,0.0,0.0428,0.0,0.0822,0.0,0.0,0.2368,0.0,0.0,0.0,0.0,0.1053,0.0,0.102,0.0428,1530.0,0.0,0.5235,0.0739,0.1529,0.049,0.0026,0.0,0.0333,0.1092,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26359.0,0.0,0.0,65900.0,0.0,39800.0,39800.0,0.0,15953.0,13790.0,9035.0,0.6098,0.6177,0.6184,0.5355,0.0377,0.066147859922,0.572864321608,0.1570945946,0.1587837838,0.1570945946,0.285472973,19583,26000,7500,19500,20048,19500,19500,22091,22288,18920,21500,19495,22502,18125,573,375,198,147,151,275,548,25,280,293,365,208,317,256,269.83601499104,579,31000,27000,10500,5500,0.9459459459,0.5,19.940878378,0.0,0.02999999932944,0.6216216216,0,0.9577702703,0,0.2449725777,88678.550676,61492.5,17149.48,0.0,0.0,81.7799987792968,7.67000007629394,4.88999986648559,9.1899995803833,21.9599990844726,14.75,83.9899978637695,89519.38,4.92000007629394,2.95000004768371,0.0,58500,52700,0,0,54000,64700,36200,33000,0,0,32600,43000,44100,46900,41900,53700,1,2.0,0.0,184348.0,2603.0,1678,2117,26218.0,35351.0,66486,95000.0,63.0,0.0,0.0,0.0,0.0,5,10,2,1
331,546,2,21.0,0.0,0.0,0.0,0.8924,0.8678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0145,0.0,0.0,0.0089,0.0279,0.0,0.0,0.0,0.0145,0.5095,0.0,0.0346,0.0089,0.0,0.0268,0.0045,0.0,0.0,0.0,0.0,0.0658,0.0535,0.0,0.0123,0.0,0.0,0.0,0.0,0.01,0.078,0.1026,0.0089,3245.0,0.0,0.2203,0.0986,0.4191,0.0505,0.0009,0.0015,0.0176,0.0545,0.1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13339.0,0.0,0.0,49078.0,0.0,40732.0,40732.0,0.0,19583.0,7351.0,9215.0,0.2669,0.4571,0.4246,0.4715,0.1997,0.160872127283,0.451408450704,0.1470073504,0.1505075254,0.1169058453,0.1792089604,18750,25000,9000,19000,19000,18000,17921,21824,19695,17188,20000,15750,19000,17750,3686,2141,1545,1439,1062,1185,2860,826,2288,1398,2167,1519,2875,811,259.457706722154,3449,36000,28000,8250,4750,0.8998949947,0.6342317116,22.613930697,0.0,0.20999999344348,0.5880294015,0.0829541477,0.7920896045,0,0.4255060729,60882.136857,39799,29985.166667,0.0,0.0,73.0699996948242,13.6800003051757,5.51000022888183,12.6499996185302,18.5900001525878,10.8800001144409,80.3300018310547,80740.5,6.34000015258789,3.59999990463256,0.0,54400,48100,53300,58200,50300,60100,42300,38200,39800,48900,40700,44300,43600,48800,44600,49000,1,2.0,0.0,184603.0,2607.0,6168,7846,16136.0,31560.0,56618,93000.0,88.0,1002.0,1200.0,20.0,25.0,8,16,4,1
332,361,1,21.0,0.0,0.0,0.0,0.7272,0.7272,570.0,546.0,515.0,24.0,24.0,24.0,0.0,1122.0,1122.0,0.0,0.0064,0.0011,0.0017,0.0703,0.0316,0.0432,0.0,0.0764,0.0866,0.0,0.0047,0.0,0.0,0.0316,0.0498,0.0,0.0681,0.018000000000000002,0.0,0.0094,0.0006,0.0025,0.0,0.0199,0.0,0.0877,0.0595,0.0019,0.0399,0.0025,0.0,0.0,0.0,0.0396,0.0448,0.1763,0.026000000000000002,15755.0,0.0,0.6616,0.0998,0.1079,0.05,0.0014,0.0011,0.034,0.0084,0.0358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25529.0,0.0,0.0,0.0,31180.0,0.0,13697.0,22339.0,0.0,12155.0,11847.0,8693.0,0.4923,0.7175,0.703,0.5749,0.1158,0.110206455365,0.650762420069,0.1264692055,0.1319542391,0.1499764927,0.2974455415,16750,21125,10000,18000,16000,16310,15772,20429,18979,15000,17790,15588,17005,15500,7365,4377,2988,1968,1821,3576,6262,1103,3743,3622,3622,3743,5457,1908,219.24176218022,6381,31000,25000,7500,4500,0.9000156715,0.5044663846,21.426578906,0.0,0.14000000059604,0.4875411378,0.0225669958,0.8650681711,0.004388027,0.3508263759,78614.70851,61093,22926.126597,0.0,0.0,79.5400009155273,11.6599998474121,3.36999988555908,7.73000001907348,16.6100006103515,8.25,89.5899963378906,76692.58,5.76000022888183,3.70000004768371,0.0,55400,50000,53900,61700,49000,62600,39800,38500,39500,41300,37700,42000,44300,49000,47000,48600,1,1.0,0.0,184782.0,2609.0,16047,18484,23692.0,9357.0,39526,91200.0,69.0,1050.0,1260.0,22.0,28.0,5,11,2,1
333,422,1,21.0,0.0,0.0,0.0,0.7091,0.7091,545.0,535.0,0.0,0.0,0.0,0.0,0.0,1080.0,1080.0,0.0,0.0,0.0,0.0042,0.0509,0.0,0.0269,0.0026,0.0183,0.0,0.0,0.0222,0.1057,0.006,0.036000000000000004,0.0107,0.0,0.054000000000000006,0.0188,0.0,0.0501,0.017,0.0031,0.0,0.0086,0.0,0.1098,0.0,0.0477,0.0592,0.0,0.0,0.0,0.0,0.1031,0.0308,0.1936,0.0209,16812.0,0.0,0.4044,0.1348,0.2941,0.0625,0.0011,0.0023,0.0281,0.0137,0.0591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19949.0,0.0,0.0,0.0,27606.0,0.0,12790.0,20578.0,0.0,9192.0,10011.0,10177.0,0.3515,0.7138,0.6826,0.5659,0.1151,0.099975068561,0.677153558052,0.1584236974,0.1380587146,0.118751653,0.1942607776,18776,23250,8799,18750,19080,19000,18750,20054,20000,17211,19000,18750,19000,18750,8414,5406,3008,2893,2452,3069,7154,1260,5064,3350,5364,3050,6472,1942,241.295667251603,8090,34000,27000,8750,4750,0.8233271621,0.6318434277,21.233536102,0.0,0.17000000178813,0.6262893414,0.0279026713,0.8619412854,0.0033060037,0.4124472574,61222.46046,40178,22521.835249,0.0,0.0,71.7799987792968,12.8400001525878,6.21999979019165,15.0600004196167,18.5400009155273,10.4600000381469,76.4899978637695,79914.29,6.48000001907348,3.63000011444091,0.0,52400,49600,52100,53400,48700,57800,38200,36900,37300,41800,36300,41000,41900,45800,43600,48900,1,1.0,0.0,185590.0,2617.0,18785,21013,18500.0,9983.0,38435,95400.0,71.0,990.0,1150.0,0.0,0.0,6,12,3,1
334,268,1,11.0,0.0,0.0,0.0,0.6366,0.6366,625.0,660.0,570.0,28.0,28.0,28.0,0.0,1287.0,1287.0,0.0,0.0,0.0582,0.0,0.0,0.011000000000000001,0.2146,0.0,0.0,0.4212,0.133,0.0,0.0,0.0037,0.008,0.0037,0.0,0.0582,0.0141,0.0,0.0098,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0,0.0448,0.0018,7820.0,0.0,0.3436,0.0795,0.2184,0.2309,0.001,0.0003,0.0335,0.0528,0.0399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18696.0,0.0,0.0,0.0,30562.0,0.0,17338.0,32750.0,0.0,14578.0,15250.0,12544.0,0.5578,0.652,0.6439,0.3216,0.1629,0.106534090909,0.580392156863,0.1473899693,0.142954623,0.1139542818,0.1780962129,18000,23000,11465,18010,19000,16600,16995,23390,19202,15000,16750,18491,18000,18271,3441,1992,1449,1395,969,1077,2648,793,2277,1164,695,2746,2349,1092,238.701090184382,3077,35820,28900,7812,4250,0.7652678267,0.6516547253,22.107813033,0.0,0.18000000715255,0.2094848175,0.0388945752,0.8007505971,0.0037529853,0.3440366972,57776.009894,38563,20010.342466,0.0,0.0,65.8000030517578,15.5600004196167,7.98000001907348,17.2199993133544,17.7800006866455,10.2200002670288,73.8199996948242,75892.84,7.80000019073486,4.01999998092651,0.0,70300,68500,69500,73100,65500,71500,54800,53600,52200,63600,50000,56100,55600,61000,59400,63100,1,1.0,0.0,185828.0,2621.0,9366,11446,19409.0,13782.0,51518,121300.0,61.0,1190.0,1370.0,24.0,30.0,4,8,2,0
335,5,2,21.0,0.0,0.0,0.0,0.0548,0.0548,740.0,765.0,750.0,34.0,35.0,33.0,9.0,1503.0,1503.0,0.0,0.0,0.0077,0.0239,0.0,0.0,0.0,0.0,0.0,0.2941,0.0,0.0539,0.0,0.0,0.0354,0.0,0.0,0.1039,0.0277,0.0,0.0031,0.0,0.0262,0.0,0.0423,0.0,0.0254,0.0,0.0893,0.1824,0.0,0.0,0.0,0.0,0.0254,0.0,0.0,0.0593,5301.0,0.0,0.415,0.0779,0.1049,0.2143,0.0017,0.0011,0.0477,0.1232,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9749.0,0.0,0.0,66950.0,0.0,50340.0,50340.0,0.0,12995.0,58337.0,20185.0,0.8436,0.9638,0.9684,0.0369,0.0039,0.054441260745,0,0.2423756019,0.1958266453,0.0465489567,0.1476725522,8500,9850,6750,4664,5500,12000,0,0,4500,12500,7500,9997,5500,10000,195,168,27,31,37,127,0,0,71,124,87,108,62,133,102.226336448528,265,25000,16094,3045,1500,0.2407704655,0.8138041734,19.25682183,0.0,0.07999999821186,0.5136436597,0,0,0,0.2773972603,63667.640449,37036,0,0.0,0.0,72.9499969482422,13.2799997329711,6.11999988555908,11,22.3099994659423,15.6800003051757,83.75,81428.25,6.76999998092651,3.52999997138977,0.0,116300,74700,0,0,87300,140600,73600,60800,0,0,61100,83100,89600,92400,63400,98600,1,2.0,0.0,186131.0,2627.0,5659,8273,9327.0,48088.0,66150,139400.0,6.0,1430.0,1570.0,31.0,35.0,0,0,0,0
