,CIP01BACHL,CIP04BACHL,CIP05BACHL,CIP26BACHL,CIP52BACHL,CIP09BACHL,CIP10BACHL,CIP11BACHL,CIP46BACHL,CIP13BACHL,CIP15BACHL,CIP14BACHL,CIP23BACHL,CIP19BACHL,CIP16BACHL,CIP51BACHL,CIP54BACHL,CIP43BACHL,CIP22BACHL,CIP24BACHL,CIP25BACHL,CIP27BACHL,CIP47BACHL,CIP29BACHL,CIP30BACHL,CIP03BACHL,CIP31BACHL,CIP12BACHL,CIP38BACHL,CIP40BACHL,CIP48BACHL,CIP42BACHL,CIP44BACHL,CIP41BACHL,CIP45BACHL,CIP39BACHL,CIP49BACHL,CIP50BACHL,PCIP01,PCIP04,PCIP05,PCIP26,PCIP52,PCIP09,PCIP10,PCIP11,PCIP46,PCIP13,PCIP15,PCIP14,PCIP23,PCIP19,PCIP16,PCIP51,PCIP54,PCIP43,PCIP22,PCIP24,PCIP25,PCIP27,PCIP47,PCIP29,PCIP30,PCIP03,PCIP31,PCIP12,PCIP38,PCIP40,PCIP48,PCIP42,PCIP44,PCIP41,PCIP45,PCIP39,PCIP49,PCIP50,ADM_RATE,ADM_RATE_ALL,DEBT_MDN,C150_4,C150_4_POOLED,HI_INC_YR6_N,HI_INC_YR8_N,LO_INC_YR6_N,LO_INC_YR8_N,MD_INC_YR6_N,MD_INC_YR8_N,OVERALL_YR6_N,OVERALL_YR8_N,COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,COMP_ORIG_YR8_RT,FEMALE_COMP_ORIG_YR6_RT,FEMALE_COMP_ORIG_YR8_RT,HI_INC_COMP_ORIG_YR4_RT,HI_INC_COMP_ORIG_YR6_RT,HI_INC_COMP_ORIG_YR8_RT,LO_INC_COMP_ORIG_YR4_RT,LO_INC_COMP_ORIG_YR6_RT,LO_INC_COMP_ORIG_YR8_RT,MALE_COMP_ORIG_YR6_RT,MALE_COMP_ORIG_YR8_RT,MD_INC_COMP_ORIG_YR4_RT,MD_INC_COMP_ORIG_YR6_RT,MD_INC_COMP_ORIG_YR8_RT,WDRAW_2YR_TRANS_YR4_RT,COMP_4YR_TRANS_YR4_RT,WDRAW_ORIG_YR2_RT,WDRAW_ORIG_YR4_RT,WDRAW_ORIG_YR8_RT,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,COUNT_NWNE_P10,COUNT_WNE_P10,AVGFACSAL,MENONLY,WOMENONLY,INEXPFTE,LOCALE,TUITFTE,PFTFAC,REGION,AGE_ENTRY,FAMINC,MD_FAMINC,MEDIAN_HH_INC,AGEGE24,DEPENDENT,FEMALE,MARRIED,PPTUG_EF,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_MEN,UGDS_NRA,UGDS_WHITE,UGDS_WOMEN
2053,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0025,0.0772,0.4022,0.0212,0.0,0.0237,0.0,0.0,0.0,0.0025,0.0156,0.0,0.0025,0.0,0.0106,0.1102,0.0,0.0,0.0,0.0131,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0118,0.0,0.1326,0.0978,0.0,0.0517,0.0,0.0,0.0218,0.6274,0.6232,18750.0,0.6425,0.6601,3327.0,3257.0,2965.0,2661.0,2781.0,2558.0,9073.0,8476.0,0.6834862385320001,0.723465226496,0.69183577159,0.742135761589,0.716024340771,0.724523737526,0.776976254884,0.759287688056,0.646541262136,0.659359190556,0.605035700864,0.702192879038,0.665263679128,0.678455431252,0.727795756922,0.6962470680220001,0.035097077022,0.03488372093,0.086637752995,0.10827821634299999,0.09827748938200001,25083.0,14409.0,30717.0,1038.0,11286.0,13647.0,0.0,0.0,14220.0,11.0,18723.0,0.5634,2.0,21.835944444000003,66613.051722,43359.5,82669.68,0.12999999523162,0.8306111111,0.5539444444,0.0372222222,0.1194,0.1784,0.1968,0.2889,0.4474,0.0624,0.2186,0.5526
2056,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0021,0.115,0.271,0.0411,0.0,0.0329,0.0,0.0411,0.0,0.0,0.0144,0.0,0.0062,0.0903,0.0041,0.0945,0.0,0.0082,0.0,0.0185,0.0,0.0,0.0,0.0,0.0637,0.0,0.0,0.0103,0.0,0.0801,0.0308,0.0,0.0616,0.0,0.0,0.0144,0.7424,0.7424,17621.0,0.5,0.5192,151.0,123.0,261.0,259.0,208.0,249.0,620.0,631.0,0.390459363958,0.466129032258,0.473851030111,0.512,0.512129380054,0.36082474226800004,0.516556291391,0.609756097561,0.395189003436,0.432950191571,0.416988416988,0.39591836734700003,0.419230769231,0.398876404494,0.471153846154,0.465863453815,0.072438162544,0.081272084806,0.17941585535500001,0.23851590105999998,0.150554675119,46196.0,37486.0,37486.0,101.0,705.0,8696.0,0.0,0.0,8208.0,11.0,17359.0,0.3383,2.0,21.594945848000002,44600.262816,28451.0,63508.52,0.15000000596045998,0.8288808664,0.6389891697,0.0397111913,0.0689,0.0796,0.2122,0.457,0.3646,0.0267,0.1425,0.6354
2058,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0024,0.1414,0.2073,0.0802,0.0,0.0056,0.0,0.0532,0.0,0.0,0.0207,0.0,0.0024,0.0969,0.0151,0.0254,0.0,0.1096,0.0,0.0119,0.0,0.0,0.0,0.004,0.0199,0.0,0.0048,0.0127,0.0,0.0349,0.0151,0.0,0.1048,0.0135,0.0,0.0183,0.7036,0.7036,19500.0,0.7020000000000001,0.6896,531.0,507.0,393.0,278.0,394.0,359.0,1318.0,1144.0,0.652711050103,0.602427921093,0.608391608392,0.636135508156,0.6346433770009999,0.708588957055,0.700564971751,0.706114398422,0.5925058548009999,0.541984732824,0.48561151079099996,0.550863723608,0.568927789934,0.624338624339,0.530456852792,0.565459610028,0.043925875086,0.072752230611,0.085648148148,0.085792724777,0.078671328671,54967.0,42170.0,42170.0,147.0,1827.0,9807.0,0.0,0.0,10843.0,21.0,23455.0,0.9353,2.0,20.447413062,86867.639949,63427.5,79591.86,0.11999999731779,0.8982188295,0.5415606446,0.013994910900000001,0.025,0.1,0.0796,0.1728,0.4653,0.0411,0.4921,0.5347
2060,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0546,0.042,0.0294,0.0,0.021,0.0,0.021,0.0,0.0,0.0294,0.0,0.0,0.4664,0.0294,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0924,0.0,0.0,0.0,0.0,0.0042,0.0,0.1261,0.0,0.0,0.0378,0.0126,0.0,0.0126,0.7255,0.7255,13000.0,0.4966,0.4489,36.0,56.0,78.0,88.0,68.0,64.0,182.0,208.0,0.440758293839,0.510989010989,0.519230769231,,,0.5675675675680001,0.694444444444,0.535714285714,0.417475728155,0.47435897435900004,0.443181818182,,,0.408450704225,0.455882352941,0.609375,0.071090047393,0.075829383886,0.149779735683,0.222748815166,0.076923076923,50386.0,33596.0,33596.0,31.0,309.0,7096.0,0.0,0.0,11514.0,21.0,17652.0,0.28800000000000003,2.0,23.865853659000003,43968.470732,29785.5,82332.62,0.2199999988079,0.6975609756000001,0.7902439024,0.10975609759999999,0.1957,0.032,0.3409,0.2623,0.245,0.0253,0.245,0.755
2062,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0334,0.09,0.0,0.0,0.1263,0.0,0.0,0.0406,0.6183,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0073,0.0,0.0464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247,0.4142,0.4142,24000.0,0.8746,0.8534,251.0,275.0,78.0,72.0,138.0,114.0,467.0,461.0,0.793319415449,0.770877944325,0.77874186551,0.8235294117649999,0.733944954128,0.772058823529,0.7768924302789999,0.8,0.863157894737,0.7051282051279999,0.722222222222,0.7492447129909999,0.792613636364,0.785714285714,0.7971014492749999,0.763157894737,0.020876826722,0.029227557411000003,0.033771106942,0.052192066806,0.047722342732999995,66642.0,52202.0,52202.0,48.0,552.0,13258.0,0.0,0.0,11323.0,21.0,25617.0,1.0,2.0,19.316046967000002,133007.17515,117032.0,83951.71,0.02999999932944,,0.2847358121,,0.0,0.1459,0.0219,0.1137,0.7064,0.0351,0.6433,0.2936
2063,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1038,0.2066,0.0379,0.0,0.0349,0.0,0.0103,0.0,0.0,0.0212,0.0,0.0039,0.1869,0.0123,0.0,0.0,0.0354,0.0,0.0152,0.0,0.0,0.0054,0.0251,0.0,0.0,0.003,0.0148,0.0,0.0949,0.0369,0.0,0.121,0.0,0.0,0.0305,0.8437,0.8437,18500.0,0.7442,0.7364,728.0,712.0,614.0,455.0,595.0,498.0,1937.0,1665.0,0.713353413655,0.678884873516,0.654054054054,0.714162348877,0.709051724138,0.7585365853659999,0.740384615385,0.727528089888,0.648233486943,0.617263843648,0.575824175824,0.626444159178,0.584803256445,0.723608445298,0.667226890756,0.620481927711,0.031124497991999997,0.046184738956000004,0.081171950048,0.10943775100400001,0.116516516517,28331.0,13739.0,20866.0,229.0,2358.0,9478.0,0.0,0.0,7304.0,22.0,8880.0,0.5135,2.0,21.888829787,69864.83883,52591.0,73199.66,0.18000000715255,0.8183510638,0.6130319149,0.0361702128,0.0509,0.0605,0.0838,0.1362,0.4169,0.0055,0.6716,0.5831
2066,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1659,0.0,0.0,0.0021,0.0,0.0,0.0322,0.0,0.0,0.0,0.0,0.1457,0.0,0.018000000000000002,0.0,0.2488,0.0,0.0009,0.0155,0.0168,0.2703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0795,0.0,0.0,0.0,,,8340.0,,,213.0,158.0,651.0,478.0,585.0,380.0,1449.0,1016.0,0.307945205479,0.20565907522399998,0.311023622047,0.22266666666700002,0.296928327645,0.421602787456,0.24882629108000004,0.310126582278,0.27690447400199997,0.195084485407,0.309623430962,0.18741058655200002,0.33023255813999997,0.298171589311,0.20170940170899998,0.313157894737,0.030136986301,0.072328767123,0.33939038687,0.345753424658,0.24311023621999997,,7519.0,9967.0,169.0,700.0,,0.0,0.0,0.0,13.0,11447.0,,2.0,33.289123764,44411.096829,34693.0,68740.81,0.89999997615814,0.0583020798,0.5028980566,0.4299352199,0.9922,0.0417,0.1386,0.1117,0.5798,0.0096,0.5124,0.4202
2067,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0062,0.0604,0.2002,0.0604,0.0,0.0197,0.0,0.1571,0.0,0.0604,0.0407,0.0,0.0025,0.077,0.0222,0.0277,0.0,0.0,0.0,0.0314,0.0,0.0,0.008,0.0,0.0,0.0,0.0068,0.0308,0.0,0.069,0.0,0.0,0.0641,0.0,0.0,0.0555,0.498,0.498,20500.0,0.8577,0.8617,741.0,659.0,178.0,197.0,292.0,273.0,1211.0,1129.0,0.765534382767,0.8075970272499999,0.7697077059340001,0.81589958159,0.7877013177159999,0.796472184532,0.8380566801620001,0.8315629742030001,0.6976744186049999,0.719101123596,0.5939086294420001,0.7955465587039999,0.742152466368,0.733333333333,0.7842465753419999,0.747252747253,0.024855012428000003,0.043910521955000004,0.038493723849,0.077050538525,0.062001771479000004,34074.0,16551.0,28266.0,86.0,1413.0,10414.0,0.0,0.0,12145.0,21.0,13134.0,0.4394,2.0,19.843735968,113503.89177999999,106390.0,86752.57,0.03999999910593,0.9690166143000001,0.5770094297,0.0053884149,0.0234,0.1184,0.0601,0.1333,0.4256,0.0039,0.6428,0.5744
2069,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0069,0.0349,0.2013,0.1019,0.0,0.0226,0.0,0.0453,0.0,0.0,0.034,0.0,0.0044,0.0876,0.0207,0.0748,0.0069,0.0379,0.0,0.0128,0.0,0.0,0.0,0.0123,0.0522,0.0,0.0025,0.0123,0.0,0.1038,0.0,0.0,0.0655,0.0,0.0,0.0595,0.9333,0.9333,17125.0,0.5236,0.5384,849.0,742.0,888.0,784.0,762.0,668.0,2499.0,2194.0,0.521756487026,0.540216086435,0.547402005469,0.590681003584,0.589533932952,0.545924967658,0.580683156655,0.61051212938,0.521739130435,0.487612612613,0.5025510204079999,0.476449275362,0.49433573635399997,0.497389033943,0.5564304461940001,0.52994011976,0.06307385229500001,0.045109780439,0.12299000434599999,0.167664670659,0.15451230629,23685.0,13060.0,21260.0,260.0,2757.0,11200.0,0.0,0.0,12352.0,21.0,9620.0,0.8682,2.0,22.252301621999997,54715.864095000004,35457.5,80256.1,0.14000000059604,0.7875931609000001,0.5626918018,0.0401139851,0.1601,0.0709,0.1855,0.324,0.4478,0.0045,0.3722,0.5522
2075,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0199,0.0,0.0,0.0356,0.0639,0.0251,0.0,0.0094,0.0,0.0586,0.0115,0.0,0.0031,0.0084,0.0,0.1613,0.0105,0.0524,0.0,0.3895,0.0,0.0063,0.0,0.0,0.0,0.0094,0.0,0.0,0.0063,0.0021,0.0,0.0356,0.0,0.0,0.0199,0.0,0.0325,0.0387,0.6038,0.6038,10204.0,0.3462,0.3403,174.0,139.0,1222.0,911.0,535.0,398.0,1931.0,1448.0,0.25390625,0.234593474883,0.222375690608,0.250915750916,0.24263839811500001,0.345744680851,0.402298850575,0.460431654676,0.222530009234,0.184942716858,0.174533479693,0.213349225268,0.193656093489,0.285988483685,0.29345794392499996,0.24874371859299998,0.063616071429,0.047991071429000005,0.400820793434,0.420758928571,0.21477900552499998,17330.0,6326.0,8247.0,501.0,2163.0,6959.0,0.0,0.0,5533.0,33.0,4462.0,0.6729,6.0,24.292035398000003,37952.544248,28573.0,42974.58,0.31000000238417996,0.6170555109,0.5820595334,0.1621078037,0.2614,0.0122,0.0598,0.4141,0.4195,0.0227,0.4165,0.5805
2078,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0383,0.1475,0.0,0.0,0.0192,0.0,0.1877,0.0,0.0019,0.0134,0.0,0.0038,0.3467,0.0134,0.0345,0.0,0.0345,0.0,0.0077,0.0,0.0,0.0,0.0096,0.0,0.0,0.0,0.023,0.0,0.0747,0.0,0.0,0.0211,0.0,0.0,0.023,,,10243.0,0.2146,0.2184,53.0,54.0,414.0,356.0,176.0,243.0,643.0,653.0,0.323415265201,0.335925349922,0.232771822358,0.37948717948700006,0.287390029326,0.358974358974,0.320754716981,0.185185185185,0.32838983050799997,0.316425120773,0.213483146067,0.268774703557,0.173076923077,0.300448430493,0.386363636364,0.271604938272,0.121604139715,0.060802069858,0.23414634146299998,0.222509702458,0.16998468606400002,17612.0,6150.0,10302.0,154.0,728.0,6473.0,0.0,0.0,9079.0,33.0,6872.0,0.9026,6.0,27.066721582,32302.371499,24029.0,44721.61,0.41999998688696993,0.5049423394,0.6285008236999999,0.165568369,0.3071,0.0073,0.0568,0.5765,0.3729,0.0321,0.2047,0.6271
2082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.0847,0.0,0.0,0.0102,0.6237,0.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0508,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.1153,0.0,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.2316,0.2316,12325.0,0.5552,0.515,70.0,66.0,119.0,70.0,98.0,60.0,287.0,196.0,0.313993174061,0.421602787456,0.290816326531,0.48101265822800005,0.327272727273,0.281690140845,0.357142857143,0.318181818182,0.322314049587,0.44537815126100005,0.242857142857,0.39903846153800004,0.276595744681,0.326732673267,0.438775510204,0.316666666667,0.092150170648,0.051194539249,0.16725978647700002,0.18771331058,0.117346938776,21244.0,7770.0,22268.0,42.0,284.0,8435.0,0.0,0.0,9703.0,33.0,6416.0,0.6147,6.0,21.173626374,57116.421978,39182.0,52104.89,0.15999999642372,0.8593406593,0.25494505489999997,0.024175824199999998,0.048,0.0338,0.0158,0.3188,0.7224,0.0158,0.5229,0.2776
2084,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.013000000000000001,0.0101,0.08199999999999999,0.1517,0.019,0.0,0.0118,0.0,0.07,0.0,0.0671,0.0572,0.0168,0.0188,0.107,0.0118,0.0332,0.0,0.0505,0.0,0.0113,0.0,0.0,0.0168,0.0036,0.0,0.0,0.0091,0.0171,0.0,0.1053,0.0,0.0,0.0738,0.0,0.0,0.043,0.6961,0.6961,13484.0,0.4981,0.4925,751.0,704.0,3833.0,2929.0,1671.0,1387.0,6255.0,5020.0,0.305774969282,0.330775379696,0.36593625498000004,0.354693648117,0.37456445993,0.418457648546,0.450066577896,0.558238636364,0.261753108887,0.287242368902,0.303857972004,0.299221357063,0.354418604651,0.340584213797,0.377019748654,0.39942321557300003,0.076531507811,0.030015797788,0.291348088531,0.326136563103,0.17689243027899998,19235.0,7633.0,22586.0,1101.0,5573.0,9057.0,0.0,0.0,15882.0,11.0,6322.0,0.7043,6.0,23.685271141999998,39491.334767,27972.0,49538.77,0.33000001311302,0.6694214876,0.5832672931,0.08615419449999999,0.2222,0.0399,0.0241,0.4879,0.43799999999999994,0.0236,0.3196,0.562
2088,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0453,0.0,0.0,0.0434,0.1758,0.0199,0.0123,0.0286,0.0,0.064,0.0187,0.1237,0.0187,0.0151,0.0255,0.0939,0.008,0.0597,0.0,0.0652,0.0,0.0016,0.0,0.0,0.0,0.0091,0.0251,0.0,0.0024,0.0139,0.0,0.0342,0.0215,0.0,0.0402,0.0,0.0,0.0342,0.6566,0.6566,11000.0,0.4671,0.4627,606.0,516.0,3847.0,3083.0,1613.0,1363.0,6066.0,4962.0,0.281926735479,0.329871414441,0.349657396211,0.357227840571,0.36026817219499996,0.440860215054,0.516501650165,0.5484496124029999,0.240450845335,0.28671692227699996,0.291923451184,0.295857988166,0.335526315789,0.327613104524,0.362678239306,0.40498899486400003,0.04978749241,0.027524792552,0.338155958803,0.395668892937,0.237605804111,17885.0,6686.0,21770.0,1040.0,5426.0,8707.0,0.0,0.0,12051.0,22.0,4639.0,0.742,6.0,23.138947368,34045.034807,23951.0,43867.23,0.28999999165534,0.6989473684,0.5765614035000001,0.1059649123,0.1306,0.0115,0.0249,0.6122,0.4499,0.037000000000000005,0.2601,0.5501
2093,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.1923,0.0,0.0,0.0,0.0,0.2692,0.0,0.0,0.0096,0.0,0.0,0.0192,0.0096,0.1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2212,0.0,0.0673,0.0,0.0,0.0673,0.0,0.0,0.0,0.0,0.0,0.0,0.4478,0.4478,11000.0,0.1837,0.2119,25.0,36.0,79.0,50.0,33.0,48.0,137.0,134.0,0.245508982036,0.26277372262800003,0.24626865671599998,0.387096774194,0.310810810811,,,0.361111111111,0.2,0.24050632911400002,0.2,0.16,0.166666666667,,,0.20833333333299997,0.137724550898,0.077844311377,0.23178807946999996,0.251497005988,0.179104477612,25896.0,16200.0,16200.0,45.0,289.0,5487.0,0.0,0.0,4743.0,41.0,11089.0,1.0,6.0,23.096045198000002,48745.138418,33345.0,45234.87,0.34000000357627,0.7627118643999999,0.4774011299,0.0988700565,0.1755,0.0216,0.1394,0.2909,0.6178,0.0601,0.27399999999999997,0.3822
2099,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0228,0.0892,0.0021,0.0,0.0021,0.0,0.0477,0.0622,0.0,0.0187,0.0,0.0,0.1888,0.0021,0.0934,0.0,0.0498,0.0,0.0083,0.0,0.0,0.0519,0.0021,0.0187,0.0,0.0,0.0166,0.1743,0.0332,0.0851,0.0,0.0145,0.0,0.0,0.0166,,,12250.0,0.2577,0.2616,51.0,49.0,388.0,383.0,149.0,150.0,588.0,582.0,0.196480938416,0.25,0.26632302405499997,0.269340974212,0.283987915408,0.30666666666700004,0.470588235294,0.387755102041,0.157657657658,0.21907216494800003,0.245430809399,0.221757322176,0.24302788844599998,0.251533742331,0.255033557047,0.28,0.076246334311,0.038123167155,0.390625,0.467741935484,0.27147766323,19362.0,6066.0,13539.0,193.0,733.0,6018.0,0.0,0.0,5969.0,33.0,4962.0,0.4306,6.0,25.566502463000003,31075.788177,21494.0,39573.76,0.40000000596046,0.5379310345,0.5773399015,0.1408866995,0.3372,0.0121,0.0708,0.5253,0.3418,0.0219,0.2739,0.6582
2101,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0667,0.135,0.0334,0.0,0.0357,0.0,0.0278,0.0,0.0,0.0222,0.0,0.0008,0.355,0.0167,0.023,0.0,0.0199,0.0,0.0135,0.0,0.0,0.0087,0.0064,0.0453,0.0,0.0008,0.0183,0.0,0.0524,0.0318,0.0,0.0421,0.0,0.0,0.0445,0.7418,0.7418,19500.0,0.7018,0.6886,494.0,516.0,389.0,368.0,331.0,403.0,1214.0,1287.0,0.67649536647,0.649917627677,0.622377622378,0.681111111111,0.668161434978,0.717525773196,0.698380566802,0.6550387596899999,0.639889196676,0.588688946015,0.611413043478,0.5605095541399999,0.518987341772,0.656891495601,0.649546827795,0.590570719603,0.024431339511000003,0.081718618366,0.079216354344,0.08930075821399999,0.100233100233,49008.0,38740.0,38740.0,163.0,1834.0,12371.0,0.0,0.0,13492.0,21.0,24971.0,0.3284,2.0,21.727628149,77136.406603,51854.0,80864.95,0.23999999463558,0.8271068636,0.7211120765000001,0.0421372719,0.0497,0.1116,0.08800000000000001,0.1752,0.3128,0.0311,0.5012,0.6872
2104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7189,0.7189,25000.0,0.664,0.7090000000000001,149.0,155.0,79.0,46.0,91.0,88.0,319.0,289.0,0.666666666667,0.7053291536049999,0.7474048442910001,0.697115384615,0.6875,0.658227848101,0.684563758389,0.767741935484,0.675675675676,0.784810126582,0.760869565217,0.720720720721,0.8407079646019999,0.674418604651,0.67032967033,0.7045454545450001,0.034591194969000004,0.147798742138,,,,47221.0,35105.0,35105.0,,,9342.0,0.0,0.0,13821.0,13.0,24852.0,0.7983,2.0,20.755102041,92607.088435,79148.0,60872.01,0.14000000059604,0.8820861678,0.6031746032,,0.0035,0.182,0.0537,0.063,0.3991,0.0548,0.5718,0.6009
